Unnamed: 0,1: Support,2: Waste of money,3: Version errors (SO),5: Bugs,6: Long time users (upgrade),9: Personal data,11: Quickbooks,12: TurboTax,13: Install,14: Downloaded and bought from Amazon,17: slow performance,18: hard to use,Dom_Topic
270,0.28,0.06,0.02,0.02,0.03,0.02,0.02,0.25,0.07,0.02,0.02,0.03,1
271,0.04,0.02,0.02,0.02,0.39,0.02,0.02,0.18,0.02,0.04,0.02,0.03,6
272,0.03,0.02,0.02,0.02,0.03,0.03,0.1,0.18,0.02,0.19,0.02,0.06,14
273,0.03,0.03,0.06,0.03,0.04,0.03,0.1,0.31,0.03,0.03,0.03,0.03,12
274,0.02,0.06,0.06,0.02,0.14,0.04,0.04,0.21,0.09,0.02,0.02,0.04,12
275,0.4,0.02,0.01,0.01,0.03,0.01,0.02,0.26,0.01,0.03,0.01,0.01,1
276,0.03,0.03,0.03,0.03,0.12,0.03,0.04,0.11,0.03,0.07,0.05,0.11,6
277,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.37,0.03,0.03,0.03,0.03,12
278,0.03,0.05,0.02,0.02,0.12,0.02,0.03,0.23,0.1,0.07,0.03,0.05,12
279,0.08,0.03,0.03,0.03,0.04,0.03,0.07,0.23,0.08,0.06,0.03,0.03,12
280,0.18,0.03,0.11,0.04,0.03,0.04,0.03,0.07,0.1,0.03,0.04,0.04,1
281,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,12
282,0.08,0.02,0.05,0.03,0.19,0.03,0.04,0.17,0.02,0.06,0.03,0.06,6
283,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
284,0.03,0.02,0.02,0.02,0.4,0.02,0.02,0.08,0.02,0.04,0.03,0.02,6
285,0.04,0.02,0.03,0.02,0.07,0.02,0.03,0.46,0.02,0.04,0.02,0.04,12
286,0.04,0.02,0.02,0.02,0.21,0.02,0.03,0.16,0.02,0.15,0.02,0.02,6
287,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.26,0.03,0.07,0.03,0.03,12
288,0.11,0.01,0.0,0.0,0.26,0.0,0.01,0.04,0.04,0.06,0.01,0.0,15
289,0.03,0.02,0.04,0.02,0.28,0.02,0.05,0.22,0.05,0.02,0.04,0.05,6
290,0.07,0.02,0.03,0.03,0.37,0.02,0.02,0.08,0.02,0.02,0.04,0.02,6
291,0.04,0.04,0.04,0.03,0.05,0.04,0.04,0.24,0.05,0.04,0.03,0.04,12
292,0.06,0.05,0.03,0.02,0.27,0.02,0.02,0.3,0.04,0.02,0.02,0.04,12
293,0.48,0.01,0.01,0.01,0.02,0.03,0.01,0.27,0.01,0.06,0.01,0.02,1
294,0.03,0.03,0.02,0.02,0.41,0.02,0.02,0.05,0.02,0.02,0.02,0.02,6
295,0.13,0.05,0.05,0.02,0.17,0.02,0.02,0.26,0.04,0.05,0.02,0.02,12
296,0.13,0.02,0.03,0.01,0.3,0.02,0.16,0.1,0.01,0.05,0.01,0.01,6
297,0.03,0.11,0.03,0.03,0.35,0.03,0.03,0.05,0.03,0.03,0.03,0.03,6
298,0.24,0.04,0.01,0.01,0.02,0.01,0.01,0.44,0.01,0.02,0.01,0.02,12
299,0.06,0.08,0.04,0.04,0.08,0.04,0.09,0.1,0.04,0.05,0.04,0.04,12
300,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.18,0.03,0.03,0.03,0.03,0
301,0.04,0.22,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.12,0.03,0.04,2
302,0.02,0.04,0.08,0.03,0.22,0.06,0.04,0.1,0.02,0.05,0.02,0.02,6
303,0.29,0.01,0.01,0.01,0.31,0.01,0.01,0.16,0.02,0.03,0.01,0.01,6
304,0.08,0.09,0.03,0.03,0.21,0.03,0.09,0.15,0.03,0.03,0.03,0.03,6
305,0.04,0.05,0.06,0.04,0.05,0.04,0.05,0.2,0.04,0.04,0.04,0.04,12
306,0.05,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
307,0.02,0.05,0.03,0.02,0.24,0.02,0.02,0.34,0.02,0.06,0.04,0.03,12
308,0.28,0.01,0.02,0.01,0.21,0.01,0.01,0.19,0.04,0.01,0.01,0.02,1
309,0.16,0.06,0.03,0.02,0.1,0.02,0.03,0.14,0.03,0.09,0.02,0.02,1
310,0.04,0.06,0.02,0.02,0.03,0.02,0.07,0.43,0.02,0.07,0.02,0.04,12
311,0.02,0.01,0.06,0.01,0.38,0.02,0.04,0.24,0.01,0.1,0.01,0.01,6
312,0.08,0.03,0.03,0.02,0.22,0.02,0.03,0.27,0.02,0.09,0.02,0.02,12
313,0.04,0.06,0.03,0.03,0.24,0.03,0.03,0.25,0.03,0.03,0.03,0.03,12
314,0.27,0.02,0.01,0.01,0.29,0.01,0.02,0.12,0.03,0.05,0.02,0.01,6
315,0.05,0.02,0.02,0.03,0.03,0.03,0.06,0.17,0.02,0.02,0.03,0.03,10
316,0.02,0.04,0.02,0.02,0.03,0.02,0.1,0.46,0.02,0.02,0.02,0.05,12
317,0.29,0.05,0.07,0.02,0.04,0.02,0.02,0.15,0.12,0.04,0.02,0.02,1
318,0.07,0.03,0.03,0.03,0.24,0.03,0.03,0.22,0.03,0.03,0.03,0.03,6
319,0.05,0.02,0.08,0.02,0.13,0.02,0.03,0.3,0.02,0.13,0.02,0.02,12
320,0.03,0.06,0.02,0.02,0.07,0.03,0.04,0.34,0.11,0.03,0.02,0.02,12
321,0.01,0.03,0.04,0.01,0.25,0.02,0.02,0.29,0.03,0.1,0.01,0.01,12
322,0.06,0.04,0.03,0.03,0.17,0.02,0.04,0.12,0.03,0.02,0.04,0.11,6
323,0.08,0.08,0.04,0.04,0.04,0.04,0.05,0.21,0.04,0.04,0.04,0.04,12
324,0.03,0.05,0.04,0.02,0.38,0.02,0.02,0.18,0.02,0.06,0.02,0.02,6
325,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,14
326,0.04,0.04,0.03,0.01,0.17,0.01,0.09,0.27,0.02,0.04,0.01,0.01,12
327,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.35,0.02,0.19,0.02,0.04,12
328,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.17,0.08,0.04,0.04,13
329,0.02,0.04,0.04,0.02,0.16,0.02,0.03,0.24,0.18,0.02,0.02,0.04,12
330,0.2,0.03,0.05,0.01,0.08,0.01,0.01,0.33,0.02,0.08,0.03,0.03,12
331,0.07,0.02,0.02,0.02,0.03,0.02,0.02,0.44,0.02,0.02,0.02,0.02,12
332,0.02,0.03,0.06,0.02,0.03,0.02,0.14,0.37,0.06,0.02,0.02,0.02,12
333,0.12,0.06,0.03,0.02,0.15,0.06,0.03,0.02,0.02,0.06,0.02,0.05,6
334,0.03,0.04,0.06,0.04,0.14,0.04,0.04,0.15,0.03,0.1,0.04,0.04,12
335,0.04,0.07,0.04,0.04,0.08,0.04,0.04,0.12,0.04,0.04,0.04,0.04,15
336,0.28,0.03,0.02,0.04,0.25,0.02,0.03,0.03,0.03,0.02,0.02,0.02,1
337,0.03,0.03,0.03,0.03,0.09,0.07,0.03,0.24,0.03,0.06,0.03,0.03,12
338,0.05,0.05,0.03,0.03,0.03,0.02,0.03,0.38,0.03,0.02,0.02,0.02,12
339,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10
340,0.32,0.03,0.02,0.02,0.03,0.02,0.03,0.17,0.08,0.04,0.02,0.06,1
341,0.04,0.04,0.04,0.03,0.11,0.03,0.03,0.15,0.03,0.07,0.04,0.11,12
342,0.04,0.04,0.03,0.03,0.13,0.04,0.05,0.15,0.03,0.11,0.03,0.04,12
343,0.03,0.02,0.02,0.02,0.11,0.02,0.04,0.38,0.05,0.09,0.02,0.02,12
344,0.06,0.04,0.08,0.03,0.17,0.03,0.03,0.13,0.03,0.03,0.03,0.09,6
345,0.15,0.04,0.02,0.02,0.15,0.02,0.03,0.29,0.02,0.02,0.02,0.03,12
346,0.04,0.03,0.04,0.01,0.06,0.02,0.02,0.58,0.02,0.03,0.01,0.03,12
347,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,2
348,0.1,0.04,0.04,0.04,0.06,0.05,0.08,0.12,0.04,0.07,0.04,0.04,12
349,0.03,0.04,0.04,0.03,0.05,0.03,0.05,0.24,0.03,0.17,0.03,0.03,12
350,0.04,0.08,0.08,0.05,0.05,0.04,0.05,0.14,0.04,0.04,0.04,0.04,12
351,0.18,0.06,0.02,0.02,0.11,0.02,0.05,0.36,0.02,0.02,0.02,0.02,12
352,0.03,0.06,0.06,0.03,0.04,0.03,0.03,0.4,0.03,0.08,0.03,0.03,12
353,0.02,0.05,0.03,0.02,0.09,0.02,0.04,0.4,0.05,0.03,0.02,0.02,12
354,0.04,0.07,0.03,0.03,0.04,0.03,0.04,0.36,0.04,0.03,0.03,0.03,12
355,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.46,0.03,0.03,0.03,0.03,12
356,0.27,0.04,0.03,0.03,0.04,0.03,0.04,0.11,0.04,0.03,0.03,0.03,1
357,0.15,0.04,0.01,0.01,0.03,0.02,0.02,0.39,0.03,0.13,0.01,0.05,12
358,0.05,0.05,0.05,0.05,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,6
359,0.06,0.08,0.02,0.02,0.09,0.02,0.03,0.28,0.02,0.18,0.02,0.02,12
360,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.15,0.04,0.04,0.04,0.04,0
361,0.14,0.08,0.04,0.03,0.07,0.03,0.08,0.13,0.03,0.1,0.03,0.03,1
362,0.18,0.04,0.02,0.02,0.18,0.02,0.05,0.21,0.04,0.07,0.01,0.01,12
363,0.03,0.02,0.02,0.02,0.08,0.02,0.02,0.19,0.02,0.08,0.02,0.02,0
364,0.18,0.04,0.02,0.02,0.06,0.02,0.03,0.3,0.02,0.02,0.06,0.04,12
365,0.07,0.02,0.07,0.02,0.29,0.02,0.08,0.14,0.02,0.02,0.02,0.02,6
366,0.33,0.03,0.03,0.03,0.08,0.02,0.04,0.06,0.07,0.03,0.03,0.03,1
367,0.24,0.13,0.02,0.02,0.03,0.02,0.03,0.05,0.09,0.12,0.02,0.02,1
368,0.04,0.08,0.03,0.02,0.28,0.05,0.04,0.12,0.03,0.05,0.02,0.07,6
369,0.06,0.08,0.04,0.04,0.04,0.06,0.06,0.12,0.04,0.04,0.05,0.08,12
370,0.24,0.05,0.02,0.02,0.03,0.02,0.02,0.32,0.02,0.02,0.02,0.02,12
371,0.04,0.03,0.08,0.03,0.19,0.03,0.04,0.14,0.11,0.04,0.03,0.06,6
372,0.17,0.08,0.01,0.01,0.08,0.01,0.02,0.43,0.01,0.02,0.02,0.01,12
373,0.11,0.05,0.02,0.02,0.04,0.02,0.07,0.24,0.03,0.03,0.02,0.12,12
374,0.06,0.05,0.02,0.02,0.25,0.02,0.07,0.1,0.02,0.09,0.03,0.04,6
375,0.43,0.02,0.01,0.01,0.02,0.03,0.09,0.07,0.02,0.05,0.01,0.02,1
376,0.34,0.04,0.02,0.01,0.19,0.03,0.02,0.13,0.02,0.05,0.01,0.02,1
377,0.06,0.15,0.07,0.03,0.14,0.03,0.03,0.06,0.07,0.05,0.03,0.03,2
378,0.04,0.08,0.04,0.03,0.04,0.03,0.04,0.29,0.03,0.05,0.03,0.03,12
379,0.07,0.03,0.02,0.02,0.38,0.02,0.02,0.23,0.02,0.02,0.02,0.02,6
380,0.34,0.03,0.05,0.02,0.02,0.06,0.03,0.15,0.03,0.02,0.02,0.02,1
381,0.08,0.05,0.03,0.02,0.07,0.02,0.02,0.41,0.02,0.04,0.02,0.05,12
382,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.16,0.04,0.08,0.04,0.04,12
383,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.18,0.04,0.08,0.04,0.04,12
384,0.03,0.03,0.07,0.02,0.24,0.03,0.03,0.13,0.06,0.04,0.02,0.03,6
385,0.24,0.04,0.02,0.02,0.09,0.02,0.02,0.23,0.07,0.07,0.02,0.03,1
386,0.03,0.02,0.02,0.03,0.09,0.03,0.04,0.24,0.13,0.13,0.03,0.02,12
387,0.03,0.08,0.03,0.08,0.04,0.03,0.05,0.24,0.03,0.03,0.04,0.03,12
388,0.03,0.05,0.03,0.03,0.04,0.03,0.04,0.34,0.03,0.08,0.03,0.06,12
389,0.05,0.05,0.03,0.03,0.04,0.03,0.07,0.37,0.08,0.03,0.03,0.03,12
390,0.33,0.02,0.02,0.02,0.02,0.02,0.02,0.31,0.02,0.04,0.02,0.02,1
391,0.06,0.04,0.05,0.04,0.09,0.04,0.06,0.05,0.04,0.11,0.04,0.04,14
392,0.1,0.03,0.02,0.02,0.26,0.03,0.02,0.23,0.05,0.02,0.03,0.02,6
393,0.22,0.05,0.02,0.02,0.02,0.02,0.02,0.36,0.02,0.02,0.02,0.08,12
394,0.05,0.03,0.03,0.02,0.12,0.02,0.02,0.33,0.02,0.08,0.02,0.03,12
395,0.03,0.03,0.03,0.03,0.32,0.03,0.03,0.14,0.03,0.02,0.04,0.02,6
396,0.02,0.11,0.02,0.02,0.15,0.02,0.05,0.23,0.02,0.03,0.02,0.02,12
397,0.04,0.02,0.02,0.02,0.05,0.02,0.19,0.27,0.02,0.06,0.02,0.05,12
398,0.07,0.02,0.02,0.02,0.27,0.04,0.02,0.34,0.02,0.02,0.02,0.02,12
399,0.03,0.01,0.01,0.01,0.1,0.02,0.02,0.14,0.17,0.04,0.01,0.03,16
400,0.31,0.11,0.04,0.01,0.1,0.01,0.01,0.16,0.1,0.07,0.01,0.02,1
401,0.04,0.06,0.03,0.03,0.07,0.06,0.1,0.19,0.03,0.06,0.03,0.06,12
402,0.12,0.02,0.02,0.02,0.06,0.04,0.02,0.38,0.02,0.06,0.02,0.04,12
403,0.15,0.03,0.03,0.03,0.23,0.06,0.04,0.07,0.03,0.03,0.03,0.06,6
404,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.32,0.03,0.09,0.03,0.03,12
405,0.02,0.05,0.03,0.01,0.05,0.01,0.08,0.38,0.05,0.04,0.01,0.02,12
406,0.02,0.07,0.03,0.02,0.18,0.05,0.1,0.22,0.03,0.05,0.02,0.04,12
407,0.18,0.07,0.02,0.02,0.04,0.02,0.02,0.06,0.15,0.09,0.02,0.03,1
408,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.34,0.04,0.04,0.04,0.04,12
409,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.24,0.07,0.04,0.04,0.04,12
410,0.4,0.02,0.01,0.01,0.13,0.01,0.03,0.1,0.01,0.02,0.01,0.01,1
411,0.05,0.09,0.05,0.05,0.05,0.05,0.09,0.06,0.05,0.05,0.05,0.05,2
412,0.2,0.02,0.03,0.03,0.07,0.03,0.04,0.21,0.04,0.05,0.02,0.07,12
413,0.22,0.02,0.08,0.02,0.22,0.01,0.01,0.11,0.1,0.01,0.01,0.01,1
414,0.17,0.03,0.03,0.03,0.08,0.03,0.04,0.03,0.04,0.21,0.03,0.03,14
415,0.07,0.03,0.03,0.02,0.34,0.03,0.03,0.08,0.06,0.05,0.02,0.03,6
416,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,0.05,12
417,0.03,0.02,0.02,0.02,0.21,0.02,0.02,0.3,0.02,0.12,0.02,0.02,12
418,0.04,0.03,0.03,0.03,0.21,0.03,0.04,0.13,0.04,0.07,0.03,0.03,6
419,0.02,0.02,0.02,0.03,0.45,0.02,0.08,0.05,0.05,0.07,0.02,0.02,6
420,0.11,0.04,0.06,0.02,0.21,0.02,0.02,0.27,0.06,0.03,0.02,0.02,12
421,0.05,0.04,0.09,0.04,0.06,0.04,0.04,0.13,0.05,0.05,0.04,0.09,12
422,0.11,0.03,0.03,0.04,0.03,0.04,0.04,0.27,0.06,0.03,0.04,0.03,12
423,0.05,0.05,0.03,0.03,0.14,0.03,0.04,0.18,0.03,0.07,0.05,0.03,12
424,0.05,0.09,0.1,0.04,0.12,0.04,0.04,0.04,0.08,0.04,0.04,0.04,6
425,0.05,0.03,0.03,0.03,0.14,0.03,0.16,0.06,0.03,0.06,0.03,0.03,11
426,0.07,0.1,0.02,0.01,0.29,0.02,0.02,0.24,0.01,0.07,0.01,0.01,6
427,0.04,0.04,0.03,0.04,0.06,0.03,0.04,0.26,0.03,0.03,0.06,0.03,12
428,0.2,0.02,0.02,0.02,0.3,0.02,0.02,0.12,0.02,0.04,0.02,0.02,6
429,0.18,0.03,0.05,0.02,0.08,0.08,0.03,0.12,0.02,0.05,0.03,0.04,1
430,0.08,0.03,0.02,0.02,0.11,0.02,0.04,0.41,0.02,0.04,0.02,0.02,12
431,0.13,0.02,0.01,0.01,0.18,0.02,0.03,0.31,0.05,0.05,0.01,0.01,12
432,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.17,0.08,0.04,0.04,13
433,0.06,0.05,0.03,0.03,0.07,0.03,0.03,0.36,0.03,0.05,0.03,0.03,12
434,0.05,0.02,0.02,0.02,0.04,0.02,0.02,0.4,0.02,0.06,0.02,0.08,12
435,0.32,0.02,0.02,0.02,0.1,0.02,0.02,0.23,0.02,0.06,0.02,0.02,1
436,0.05,0.17,0.04,0.04,0.06,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
437,0.02,0.08,0.07,0.02,0.13,0.02,0.03,0.23,0.09,0.04,0.04,0.02,12
438,0.05,0.13,0.02,0.02,0.14,0.02,0.09,0.02,0.05,0.26,0.02,0.02,14
439,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.18,0.04,0.04,0.08,0.04,12
440,0.03,0.02,0.02,0.02,0.04,0.02,0.02,0.43,0.04,0.16,0.04,0.02,12
441,0.03,0.03,0.06,0.01,0.35,0.02,0.04,0.24,0.01,0.02,0.02,0.02,6
442,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.35,0.03,0.07,0.04,0.03,12
443,0.04,0.03,0.03,0.01,0.03,0.02,0.02,0.54,0.07,0.04,0.01,0.02,12
444,0.09,0.04,0.03,0.03,0.03,0.03,0.06,0.17,0.04,0.15,0.03,0.07,12
445,0.04,0.04,0.03,0.03,0.2,0.03,0.03,0.12,0.03,0.04,0.03,0.04,6
446,0.03,0.05,0.02,0.02,0.02,0.02,0.04,0.39,0.02,0.02,0.02,0.05,12
447,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.43,0.03,0.03,0.03,0.03,12
448,0.02,0.07,0.02,0.02,0.13,0.02,0.04,0.22,0.04,0.08,0.02,0.09,12
449,0.03,0.02,0.03,0.02,0.16,0.02,0.02,0.48,0.02,0.02,0.02,0.02,12
450,0.44,0.02,0.03,0.01,0.04,0.01,0.02,0.2,0.04,0.06,0.01,0.01,1
451,0.3,0.02,0.03,0.01,0.05,0.02,0.02,0.33,0.02,0.03,0.01,0.01,12
452,0.1,0.06,0.06,0.02,0.23,0.02,0.02,0.13,0.11,0.03,0.02,0.04,6
453,0.24,0.07,0.02,0.02,0.14,0.07,0.02,0.02,0.04,0.09,0.02,0.05,1
454,0.24,0.05,0.02,0.01,0.04,0.03,0.02,0.32,0.01,0.02,0.01,0.02,12
455,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.05,0.05,6
456,0.03,0.03,0.03,0.04,0.06,0.03,0.03,0.16,0.03,0.03,0.04,0.03,0
457,0.25,0.01,0.03,0.02,0.21,0.01,0.01,0.23,0.03,0.12,0.01,0.01,1
458,0.07,0.04,0.04,0.04,0.08,0.04,0.08,0.13,0.04,0.04,0.06,0.08,12
459,0.1,0.03,0.06,0.02,0.19,0.02,0.02,0.26,0.04,0.05,0.02,0.02,12
460,0.04,0.05,0.04,0.04,0.04,0.04,0.06,0.22,0.04,0.04,0.04,0.04,12
461,0.03,0.14,0.06,0.03,0.04,0.03,0.03,0.2,0.03,0.03,0.03,0.07,12
462,0.07,0.03,0.02,0.01,0.4,0.01,0.02,0.06,0.01,0.07,0.01,0.01,6
463,0.03,0.03,0.03,0.03,0.07,0.02,0.03,0.37,0.03,0.06,0.03,0.02,12
464,0.26,0.03,0.03,0.04,0.05,0.04,0.03,0.07,0.03,0.03,0.08,0.03,1
465,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3
466,0.09,0.13,0.03,0.03,0.04,0.03,0.03,0.27,0.03,0.03,0.03,0.03,12
467,0.09,0.06,0.03,0.03,0.03,0.03,0.03,0.35,0.03,0.08,0.03,0.03,12
468,0.06,0.05,0.08,0.03,0.08,0.02,0.05,0.25,0.03,0.02,0.03,0.07,12
469,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.27,0.06,0.03,0.03,0.09,12
470,0.08,0.03,0.07,0.03,0.04,0.03,0.03,0.25,0.03,0.15,0.03,0.03,12
471,0.04,0.08,0.04,0.04,0.05,0.04,0.07,0.06,0.05,0.05,0.04,0.1,18
472,0.04,0.03,0.03,0.03,0.03,0.03,0.05,0.39,0.03,0.03,0.03,0.03,12
473,0.05,0.04,0.04,0.04,0.05,0.04,0.06,0.2,0.04,0.04,0.04,0.04,12
474,0.03,0.03,0.05,0.03,0.06,0.02,0.03,0.42,0.03,0.07,0.03,0.02,12
475,0.06,0.05,0.03,0.02,0.03,0.02,0.07,0.43,0.02,0.02,0.02,0.02,12
476,0.03,0.08,0.03,0.03,0.09,0.02,0.04,0.25,0.07,0.02,0.03,0.03,12
477,0.03,0.07,0.08,0.04,0.09,0.04,0.04,0.2,0.04,0.03,0.04,0.04,12
478,0.14,0.03,0.03,0.03,0.03,0.03,0.04,0.27,0.03,0.03,0.03,0.03,12
479,0.05,0.02,0.02,0.02,0.03,0.02,0.04,0.33,0.02,0.15,0.02,0.02,12
480,0.12,0.06,0.03,0.03,0.11,0.03,0.03,0.2,0.03,0.03,0.03,0.03,12
481,0.07,0.02,0.02,0.02,0.12,0.02,0.03,0.41,0.02,0.04,0.02,0.02,12
482,0.03,0.02,0.03,0.02,0.05,0.03,0.04,0.53,0.05,0.02,0.02,0.02,12
483,0.04,0.12,0.08,0.09,0.1,0.04,0.04,0.09,0.04,0.04,0.04,0.04,2
484,0.08,0.04,0.03,0.03,0.04,0.04,0.03,0.33,0.03,0.03,0.03,0.03,12
485,0.02,0.09,0.07,0.01,0.08,0.01,0.02,0.4,0.01,0.08,0.01,0.05,12
486,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.27,0.04,0.04,0.04,0.08,12
487,0.05,0.06,0.03,0.01,0.25,0.01,0.02,0.26,0.02,0.09,0.02,0.06,12
488,0.27,0.01,0.01,0.01,0.21,0.01,0.01,0.12,0.01,0.05,0.01,0.01,1
489,0.05,0.13,0.07,0.02,0.03,0.02,0.02,0.37,0.02,0.02,0.04,0.02,12
490,0.07,0.05,0.02,0.02,0.23,0.02,0.06,0.17,0.04,0.08,0.02,0.02,6
491,0.08,0.04,0.03,0.03,0.05,0.03,0.04,0.28,0.03,0.03,0.03,0.03,12
492,0.03,0.03,0.03,0.03,0.12,0.03,0.1,0.17,0.03,0.13,0.03,0.03,12
493,0.02,0.05,0.07,0.02,0.32,0.02,0.02,0.12,0.03,0.03,0.02,0.04,6
494,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.29,0.03,0.03,0.03,0.03,12
495,0.04,0.07,0.08,0.04,0.1,0.04,0.04,0.14,0.04,0.04,0.04,0.04,12
496,0.05,0.04,0.06,0.03,0.21,0.03,0.04,0.1,0.03,0.1,0.04,0.03,6
497,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.05,0.05,0.05,0.05,15
498,0.03,0.08,0.02,0.02,0.16,0.02,0.03,0.3,0.03,0.03,0.02,0.08,12
499,0.02,0.05,0.02,0.02,0.18,0.02,0.05,0.32,0.04,0.04,0.02,0.02,12
500,0.05,0.05,0.02,0.02,0.25,0.02,0.02,0.3,0.04,0.02,0.02,0.02,12
501,0.17,0.03,0.03,0.03,0.05,0.03,0.06,0.03,0.07,0.13,0.03,0.09,1
502,0.03,0.06,0.03,0.03,0.03,0.03,0.13,0.32,0.02,0.05,0.02,0.03,12
503,0.04,0.02,0.03,0.02,0.34,0.02,0.04,0.15,0.04,0.07,0.02,0.02,6
504,0.2,0.06,0.03,0.03,0.06,0.03,0.03,0.18,0.03,0.03,0.03,0.07,1
505,0.03,0.07,0.02,0.01,0.18,0.04,0.05,0.31,0.02,0.04,0.01,0.01,12
506,0.24,0.03,0.02,0.02,0.05,0.02,0.07,0.22,0.03,0.03,0.03,0.05,1
507,0.04,0.04,0.04,0.02,0.08,0.02,0.03,0.35,0.03,0.08,0.03,0.03,12
508,0.05,0.02,0.02,0.02,0.27,0.07,0.03,0.18,0.02,0.04,0.04,0.02,6
509,0.04,0.04,0.04,0.03,0.11,0.04,0.04,0.19,0.05,0.06,0.03,0.04,12
510,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,18
511,0.02,0.03,0.01,0.01,0.04,0.02,0.02,0.63,0.03,0.07,0.01,0.02,12
512,0.22,0.02,0.03,0.01,0.1,0.01,0.02,0.31,0.02,0.07,0.01,0.03,12
513,0.31,0.06,0.03,0.03,0.05,0.03,0.08,0.03,0.06,0.04,0.03,0.03,1
514,0.02,0.01,0.01,0.01,0.09,0.01,0.04,0.56,0.01,0.09,0.01,0.01,12
515,0.31,0.02,0.02,0.03,0.04,0.02,0.02,0.27,0.05,0.02,0.02,0.02,1
516,0.04,0.04,0.04,0.04,0.08,0.04,0.05,0.21,0.04,0.07,0.04,0.04,12
517,0.03,0.02,0.02,0.02,0.33,0.04,0.03,0.08,0.12,0.03,0.02,0.02,6
518,0.47,0.02,0.02,0.01,0.14,0.01,0.01,0.13,0.03,0.01,0.01,0.02,1
519,0.15,0.03,0.02,0.02,0.03,0.02,0.02,0.36,0.11,0.04,0.02,0.04,12
520,0.49,0.01,0.03,0.01,0.03,0.01,0.02,0.14,0.03,0.04,0.01,0.03,1
521,0.05,0.04,0.02,0.02,0.03,0.02,0.02,0.5,0.04,0.02,0.03,0.02,12
522,0.05,0.03,0.05,0.03,0.11,0.03,0.03,0.22,0.03,0.02,0.03,0.02,12
523,0.05,0.05,0.05,0.05,0.13,0.05,0.05,0.08,0.05,0.05,0.05,0.05,6
524,0.02,0.02,0.03,0.02,0.22,0.04,0.02,0.28,0.04,0.02,0.02,0.06,12
525,0.03,0.04,0.03,0.03,0.15,0.03,0.03,0.2,0.03,0.15,0.04,0.03,12
526,0.04,0.03,0.06,0.03,0.11,0.03,0.05,0.18,0.03,0.05,0.03,0.04,12
527,0.06,0.03,0.05,0.03,0.11,0.07,0.04,0.09,0.03,0.03,0.03,0.12,18
528,0.54,0.01,0.01,0.01,0.04,0.01,0.01,0.2,0.01,0.01,0.01,0.01,1
529,0.17,0.02,0.02,0.02,0.02,0.04,0.02,0.46,0.02,0.03,0.02,0.02,12
530,0.08,0.06,0.02,0.02,0.05,0.02,0.02,0.37,0.02,0.07,0.02,0.02,12
531,0.2,0.06,0.01,0.01,0.08,0.01,0.08,0.2,0.01,0.01,0.02,0.01,1
532,0.05,0.09,0.03,0.03,0.11,0.03,0.07,0.18,0.05,0.04,0.03,0.07,12
533,0.05,0.04,0.04,0.03,0.06,0.03,0.04,0.17,0.09,0.07,0.03,0.04,12
534,0.25,0.02,0.02,0.02,0.04,0.02,0.02,0.34,0.03,0.04,0.02,0.02,12
535,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.62,0.03,0.02,0.02,0.01,12
