Unnamed: 0,1: Support,2: Waste of money,3: Version errors (SO),5: Bugs,6: Long time users (upgrade),9: Personal data,11: Quickbooks,12: TurboTax,13: Install,14: Downloaded and bought from Amazon,17: slow performance,18: hard to use,Dom_Topic
30786,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.36,0.03,0.02,0.02,0.05,12
30787,0.05,0.03,0.01,0.02,0.02,0.03,0.02,0.48,0.02,0.16,0.02,0.04,12
30788,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.08,0.04,0.09,0.07,0.09,14
30789,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.05,0.26,0.02,0.02,14
30790,0.11,0.08,0.07,0.02,0.16,0.06,0.07,0.16,0.02,0.04,0.02,0.02,6
30791,0.08,0.03,0.11,0.02,0.05,0.02,0.03,0.34,0.06,0.05,0.02,0.03,12
30792,0.12,0.06,0.06,0.02,0.16,0.02,0.02,0.13,0.02,0.06,0.02,0.02,6
30793,0.04,0.08,0.04,0.04,0.14,0.03,0.04,0.11,0.08,0.03,0.04,0.04,6
30794,0.04,0.04,0.04,0.04,0.2,0.04,0.04,0.04,0.05,0.08,0.04,0.04,6
30795,0.02,0.01,0.05,0.02,0.28,0.02,0.05,0.18,0.08,0.07,0.02,0.02,6
30796,0.03,0.03,0.05,0.03,0.2,0.03,0.03,0.24,0.03,0.07,0.03,0.06,12
30797,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.19,0.05,0.04,0.04,0.04,12
30798,0.05,0.06,0.02,0.03,0.22,0.06,0.06,0.08,0.03,0.08,0.03,0.09,6
30799,0.02,0.03,0.03,0.02,0.07,0.02,0.02,0.36,0.05,0.05,0.02,0.04,12
30800,0.04,0.03,0.03,0.03,0.16,0.03,0.03,0.13,0.03,0.04,0.03,0.07,6
30801,0.12,0.02,0.03,0.03,0.05,0.05,0.03,0.32,0.03,0.05,0.03,0.03,12
30802,0.1,0.02,0.02,0.02,0.03,0.02,0.03,0.39,0.02,0.09,0.02,0.02,12
30803,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.33,0.03,0.13,0.03,0.03,12
30804,0.03,0.11,0.01,0.01,0.15,0.02,0.01,0.3,0.04,0.01,0.01,0.02,12
30805,0.06,0.04,0.03,0.03,0.33,0.03,0.04,0.04,0.03,0.03,0.03,0.03,6
30806,0.05,0.05,0.05,0.04,0.09,0.05,0.04,0.05,0.05,0.04,0.04,0.13,18
30807,0.12,0.02,0.1,0.03,0.05,0.02,0.03,0.28,0.03,0.03,0.03,0.03,12
30808,0.03,0.03,0.07,0.03,0.09,0.03,0.03,0.13,0.07,0.04,0.03,0.13,12
30809,0.11,0.03,0.07,0.03,0.11,0.03,0.03,0.21,0.04,0.06,0.03,0.03,12
30810,0.05,0.02,0.1,0.03,0.04,0.02,0.04,0.2,0.16,0.03,0.03,0.07,12
30811,0.03,0.05,0.03,0.03,0.16,0.03,0.04,0.19,0.03,0.1,0.04,0.03,12
30812,0.02,0.05,0.05,0.02,0.36,0.02,0.03,0.05,0.05,0.02,0.02,0.13,6
30813,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.15,0.04,0.06,0.05,0.05,12
30814,0.04,0.05,0.04,0.04,0.08,0.04,0.05,0.2,0.04,0.04,0.04,0.04,12
30815,0.17,0.03,0.03,0.03,0.22,0.03,0.04,0.11,0.03,0.05,0.03,0.03,6
30816,0.07,0.03,0.04,0.07,0.04,0.03,0.05,0.22,0.03,0.04,0.07,0.03,12
30817,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.3,0.04,0.04,0.04,0.04,12
30818,0.03,0.03,0.03,0.03,0.26,0.03,0.04,0.07,0.07,0.03,0.03,0.03,6
30819,0.02,0.02,0.03,0.02,0.3,0.02,0.07,0.14,0.03,0.02,0.02,0.03,6
30820,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.14,0.04,0.04,0.04,0.05,12
30821,0.04,0.02,0.11,0.02,0.05,0.03,0.02,0.16,0.15,0.04,0.03,0.02,12
30822,0.03,0.02,0.14,0.02,0.08,0.02,0.02,0.23,0.14,0.09,0.02,0.02,12
30823,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.04,0.04,12
30824,0.04,0.06,0.02,0.02,0.13,0.02,0.02,0.27,0.05,0.1,0.02,0.03,12
30825,0.03,0.03,0.03,0.06,0.23,0.03,0.03,0.22,0.03,0.06,0.03,0.04,6
30826,0.16,0.02,0.05,0.02,0.08,0.02,0.02,0.19,0.24,0.03,0.02,0.02,13
30827,0.02,0.02,0.08,0.02,0.14,0.04,0.03,0.25,0.03,0.02,0.03,0.06,12
30828,0.06,0.02,0.02,0.01,0.3,0.02,0.01,0.31,0.01,0.04,0.01,0.02,12
30829,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,5
30830,0.05,0.05,0.05,0.04,0.06,0.04,0.05,0.1,0.05,0.05,0.04,0.04,12
30831,0.03,0.03,0.14,0.03,0.11,0.04,0.04,0.1,0.04,0.07,0.03,0.04,3
30832,0.03,0.03,0.01,0.01,0.21,0.01,0.01,0.35,0.01,0.06,0.01,0.01,12
30833,0.04,0.04,0.04,0.04,0.16,0.04,0.05,0.05,0.05,0.04,0.05,0.04,6
30834,0.15,0.02,0.02,0.02,0.05,0.02,0.06,0.35,0.02,0.02,0.02,0.02,12
30835,0.02,0.02,0.05,0.01,0.43,0.01,0.03,0.23,0.03,0.08,0.0,0.01,6
30836,0.25,0.06,0.01,0.01,0.09,0.03,0.01,0.4,0.01,0.01,0.01,0.01,12
30837,0.05,0.03,0.02,0.02,0.11,0.08,0.02,0.28,0.02,0.05,0.02,0.02,12
30838,0.06,0.03,0.04,0.03,0.13,0.03,0.03,0.19,0.03,0.03,0.03,0.03,0
30839,0.11,0.03,0.02,0.0,0.29,0.01,0.01,0.2,0.03,0.07,0.01,0.02,6
30840,0.04,0.05,0.02,0.02,0.17,0.1,0.08,0.12,0.03,0.03,0.06,0.05,6
30841,0.03,0.07,0.02,0.03,0.25,0.01,0.02,0.1,0.05,0.05,0.01,0.01,6
30842,0.02,0.01,0.04,0.01,0.33,0.01,0.02,0.34,0.03,0.09,0.01,0.01,12
30843,0.04,0.03,0.03,0.03,0.13,0.03,0.03,0.24,0.03,0.05,0.03,0.04,12
30844,0.01,0.01,0.01,0.01,0.14,0.01,0.03,0.53,0.1,0.01,0.01,0.01,12
30845,0.03,0.01,0.07,0.01,0.23,0.01,0.02,0.24,0.03,0.12,0.01,0.02,12
30846,0.04,0.06,0.05,0.04,0.16,0.04,0.04,0.11,0.05,0.04,0.04,0.04,6
30847,0.03,0.01,0.01,0.0,0.28,0.1,0.09,0.23,0.01,0.04,0.0,0.03,6
30848,0.05,0.02,0.05,0.02,0.26,0.02,0.02,0.2,0.02,0.13,0.02,0.03,6
30849,0.05,0.02,0.02,0.02,0.4,0.02,0.03,0.05,0.02,0.08,0.04,0.02,6
30850,0.05,0.04,0.04,0.04,0.05,0.04,0.07,0.16,0.04,0.04,0.04,0.04,12
30851,0.04,0.04,0.04,0.04,0.05,0.04,0.06,0.21,0.04,0.04,0.04,0.04,12
30852,0.09,0.02,0.02,0.01,0.34,0.01,0.02,0.24,0.01,0.04,0.02,0.01,6
30853,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.44,0.04,0.02,0.01,0.02,12
30854,0.02,0.02,0.02,0.02,0.12,0.02,0.03,0.16,0.02,0.09,0.03,0.02,0
30855,0.04,0.01,0.01,0.01,0.34,0.01,0.05,0.19,0.02,0.12,0.01,0.04,6
30856,0.03,0.18,0.02,0.02,0.14,0.02,0.03,0.12,0.1,0.02,0.02,0.11,2
30857,0.04,0.04,0.05,0.04,0.25,0.04,0.04,0.09,0.04,0.04,0.04,0.04,6
30858,0.04,0.02,0.06,0.02,0.1,0.02,0.03,0.28,0.02,0.07,0.02,0.02,12
30859,0.05,0.05,0.02,0.02,0.29,0.04,0.03,0.28,0.02,0.05,0.02,0.02,6
30860,0.05,0.07,0.04,0.04,0.13,0.07,0.03,0.07,0.04,0.07,0.04,0.08,6
30861,0.01,0.02,0.09,0.03,0.2,0.02,0.02,0.21,0.04,0.08,0.01,0.04,12
30862,0.05,0.03,0.05,0.01,0.21,0.07,0.01,0.34,0.04,0.06,0.01,0.02,12
30863,0.01,0.03,0.06,0.01,0.19,0.03,0.02,0.27,0.01,0.08,0.01,0.01,12
30864,0.12,0.03,0.03,0.03,0.08,0.07,0.04,0.14,0.03,0.03,0.03,0.03,12
30865,0.1,0.01,0.01,0.0,0.26,0.12,0.01,0.18,0.01,0.07,0.0,0.01,6
30866,0.1,0.06,0.03,0.03,0.18,0.03,0.03,0.13,0.03,0.03,0.02,0.02,6
30867,0.03,0.03,0.13,0.03,0.07,0.03,0.04,0.26,0.03,0.07,0.03,0.03,12
30868,0.04,0.04,0.02,0.02,0.35,0.04,0.02,0.19,0.02,0.09,0.02,0.02,6
30869,0.2,0.01,0.04,0.01,0.02,0.04,0.03,0.35,0.07,0.03,0.01,0.01,12
30870,0.03,0.03,0.06,0.04,0.26,0.04,0.03,0.04,0.03,0.03,0.04,0.03,6
30871,0.01,0.01,0.01,0.0,0.14,0.2,0.01,0.4,0.01,0.02,0.0,0.01,12
30872,0.06,0.01,0.02,0.01,0.41,0.01,0.03,0.21,0.01,0.04,0.01,0.01,6
30873,0.04,0.03,0.06,0.01,0.31,0.01,0.02,0.16,0.18,0.01,0.01,0.01,6
30874,0.02,0.02,0.04,0.02,0.15,0.04,0.05,0.16,0.02,0.04,0.03,0.02,0
30875,0.03,0.08,0.03,0.03,0.17,0.02,0.04,0.13,0.06,0.02,0.03,0.03,6
30876,0.04,0.04,0.09,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
30877,0.02,0.02,0.01,0.01,0.49,0.01,0.02,0.12,0.02,0.03,0.02,0.01,6
30878,0.03,0.04,0.06,0.02,0.41,0.02,0.02,0.14,0.02,0.07,0.02,0.02,6
30879,0.05,0.02,0.02,0.02,0.08,0.02,0.02,0.28,0.05,0.05,0.02,0.13,12
30880,0.05,0.01,0.04,0.01,0.11,0.01,0.02,0.26,0.03,0.1,0.03,0.07,12
30881,0.04,0.04,0.08,0.04,0.17,0.04,0.08,0.1,0.04,0.04,0.04,0.04,6
30882,0.02,0.02,0.06,0.02,0.11,0.02,0.02,0.45,0.02,0.05,0.02,0.05,12
30883,0.2,0.02,0.02,0.03,0.13,0.02,0.06,0.25,0.02,0.04,0.02,0.04,12
30884,0.22,0.02,0.06,0.02,0.14,0.02,0.06,0.07,0.04,0.02,0.02,0.09,1
30885,0.02,0.02,0.11,0.01,0.05,0.01,0.04,0.29,0.13,0.05,0.02,0.02,12
30886,0.02,0.02,0.02,0.02,0.09,0.02,0.02,0.55,0.02,0.06,0.02,0.02,12
30887,0.02,0.04,0.03,0.02,0.08,0.02,0.02,0.42,0.03,0.03,0.02,0.09,12
30888,0.04,0.03,0.02,0.02,0.07,0.03,0.04,0.29,0.07,0.14,0.02,0.02,12
30889,0.02,0.02,0.02,0.02,0.1,0.02,0.02,0.42,0.1,0.06,0.02,0.02,12
30890,0.04,0.05,0.14,0.05,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.05,3
30891,0.02,0.02,0.02,0.02,0.04,0.04,0.06,0.37,0.06,0.02,0.02,0.08,12
30892,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.19,0.04,0.05,0.04,0.04,12
30893,0.03,0.1,0.03,0.03,0.11,0.03,0.04,0.3,0.03,0.05,0.03,0.03,12
30894,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.26,0.04,0.04,0.04,0.04,12
30895,0.03,0.03,0.12,0.03,0.07,0.03,0.05,0.26,0.03,0.03,0.03,0.06,12
30896,0.04,0.03,0.07,0.03,0.19,0.03,0.04,0.14,0.04,0.08,0.03,0.04,6
30897,0.21,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.05,0.04,0.08,1
30898,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.08,0.04,0.04,0.04,12
30899,0.02,0.02,0.11,0.02,0.13,0.02,0.02,0.42,0.02,0.06,0.02,0.02,12
30900,0.03,0.02,0.08,0.03,0.05,0.02,0.03,0.33,0.02,0.15,0.04,0.02,12
30901,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,15
30902,0.03,0.03,0.03,0.03,0.28,0.03,0.03,0.09,0.03,0.07,0.03,0.07,6
30903,0.02,0.02,0.02,0.02,0.27,0.02,0.05,0.25,0.03,0.08,0.03,0.02,6
30904,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.43,0.03,0.03,0.03,0.07,12
30905,0.03,0.04,0.03,0.03,0.15,0.03,0.03,0.26,0.03,0.06,0.03,0.03,12
30906,0.18,0.02,0.02,0.02,0.03,0.02,0.02,0.44,0.02,0.02,0.02,0.02,12
30907,0.02,0.03,0.02,0.02,0.31,0.02,0.03,0.27,0.02,0.03,0.05,0.02,6
30908,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.09,0.04,0.04,0.05,0.04,15
30909,0.02,0.07,0.08,0.02,0.13,0.02,0.04,0.3,0.02,0.08,0.02,0.03,12
30910,0.06,0.01,0.04,0.02,0.34,0.03,0.05,0.25,0.05,0.08,0.01,0.01,6
30911,0.1,0.09,0.02,0.02,0.08,0.02,0.05,0.38,0.02,0.05,0.02,0.02,12
30912,0.04,0.01,0.08,0.01,0.06,0.01,0.07,0.46,0.01,0.03,0.02,0.04,12
30913,0.02,0.02,0.04,0.02,0.22,0.02,0.03,0.21,0.02,0.11,0.02,0.06,6
30914,0.03,0.02,0.08,0.01,0.22,0.01,0.02,0.36,0.01,0.05,0.01,0.05,12
30915,0.08,0.04,0.03,0.01,0.19,0.01,0.01,0.28,0.05,0.1,0.01,0.01,12
30916,0.02,0.02,0.03,0.02,0.37,0.02,0.02,0.19,0.02,0.02,0.02,0.02,6
30917,0.02,0.03,0.05,0.02,0.18,0.02,0.25,0.12,0.02,0.08,0.03,0.02,11
30918,0.02,0.03,0.07,0.02,0.16,0.04,0.03,0.19,0.05,0.07,0.02,0.02,12
30919,0.05,0.05,0.04,0.04,0.05,0.04,0.13,0.07,0.05,0.04,0.04,0.04,11
30920,0.12,0.09,0.04,0.04,0.04,0.04,0.04,0.05,0.08,0.04,0.06,0.04,1
30921,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0
30922,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.17,0.05,0.04,0.04,0.04,12
30923,0.1,0.02,0.02,0.04,0.04,0.02,0.02,0.42,0.02,0.07,0.02,0.03,12
30924,0.03,0.07,0.07,0.02,0.05,0.02,0.13,0.35,0.02,0.02,0.02,0.05,12
30925,0.04,0.04,0.08,0.04,0.09,0.04,0.05,0.07,0.04,0.18,0.04,0.04,14
30926,0.03,0.08,0.03,0.02,0.13,0.02,0.02,0.31,0.02,0.08,0.02,0.04,12
30927,0.02,0.02,0.11,0.02,0.2,0.02,0.02,0.22,0.02,0.05,0.02,0.04,12
30928,0.05,0.06,0.03,0.02,0.1,0.03,0.02,0.28,0.07,0.02,0.02,0.1,12
30929,0.07,0.03,0.01,0.02,0.05,0.02,0.02,0.02,0.06,0.07,0.01,0.07,0
30930,0.02,0.03,0.02,0.02,0.37,0.02,0.04,0.19,0.02,0.11,0.02,0.03,6
30931,0.06,0.02,0.03,0.03,0.29,0.03,0.03,0.17,0.03,0.05,0.03,0.02,6
30932,0.03,0.02,0.04,0.03,0.19,0.02,0.03,0.26,0.02,0.07,0.03,0.02,12
30933,0.04,0.09,0.02,0.02,0.05,0.06,0.02,0.2,0.14,0.04,0.02,0.02,12
30934,0.12,0.03,0.03,0.03,0.04,0.03,0.03,0.21,0.03,0.03,0.03,0.03,12
30935,0.06,0.04,0.03,0.02,0.14,0.02,0.02,0.31,0.03,0.02,0.02,0.1,12
30936,0.03,0.03,0.03,0.03,0.1,0.04,0.03,0.25,0.03,0.03,0.03,0.08,12
30937,0.02,0.02,0.01,0.02,0.04,0.04,0.02,0.49,0.02,0.06,0.02,0.02,12
30938,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,15
30939,0.33,0.01,0.02,0.01,0.09,0.01,0.01,0.16,0.05,0.16,0.01,0.04,1
30940,0.13,0.1,0.01,0.01,0.07,0.01,0.09,0.34,0.03,0.1,0.01,0.02,12
30941,0.03,0.03,0.1,0.03,0.1,0.03,0.05,0.2,0.03,0.09,0.03,0.03,12
30942,0.18,0.02,0.04,0.02,0.04,0.02,0.03,0.07,0.15,0.02,0.02,0.02,1
30943,0.01,0.01,0.05,0.01,0.34,0.02,0.02,0.33,0.01,0.07,0.01,0.01,6
30944,0.1,0.04,0.04,0.04,0.07,0.05,0.05,0.04,0.05,0.06,0.04,0.04,1
30945,0.1,0.03,0.03,0.03,0.05,0.03,0.03,0.42,0.03,0.03,0.03,0.03,12
30946,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.15,0.03,0.08,0.03,0.04,6
30947,0.04,0.04,0.05,0.04,0.05,0.03,0.03,0.14,0.03,0.06,0.04,0.2,18
30948,0.09,0.04,0.01,0.03,0.06,0.01,0.01,0.34,0.05,0.15,0.01,0.04,12
30949,0.13,0.03,0.06,0.03,0.03,0.03,0.03,0.14,0.09,0.03,0.03,0.06,12
30950,0.04,0.04,0.06,0.04,0.17,0.04,0.04,0.09,0.04,0.04,0.04,0.04,6
30951,0.03,0.03,0.02,0.03,0.1,0.02,0.06,0.28,0.03,0.1,0.02,0.05,12
30952,0.06,0.02,0.05,0.02,0.03,0.1,0.03,0.2,0.08,0.03,0.03,0.09,12
30953,0.04,0.04,0.04,0.04,0.15,0.04,0.04,0.12,0.04,0.04,0.04,0.04,6
30954,0.11,0.02,0.07,0.02,0.08,0.02,0.02,0.31,0.07,0.02,0.02,0.02,12
30955,0.05,0.05,0.08,0.05,0.08,0.07,0.03,0.2,0.04,0.01,0.02,0.07,12
30956,0.06,0.04,0.04,0.03,0.22,0.03,0.05,0.04,0.05,0.03,0.04,0.04,6
30957,0.08,0.03,0.05,0.03,0.15,0.05,0.03,0.23,0.03,0.02,0.03,0.03,12
30958,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.36,0.06,0.03,0.03,0.06,12
30959,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,18
30960,0.04,0.02,0.13,0.02,0.02,0.02,0.03,0.21,0.04,0.03,0.02,0.09,12
30961,0.05,0.04,0.05,0.05,0.05,0.05,0.09,0.07,0.04,0.11,0.05,0.05,14
30962,0.06,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,3
30963,0.03,0.03,0.05,0.03,0.22,0.05,0.03,0.11,0.03,0.03,0.03,0.05,6
30964,0.12,0.03,0.08,0.01,0.03,0.03,0.01,0.21,0.01,0.02,0.01,0.01,16
30965,0.07,0.05,0.03,0.03,0.05,0.03,0.03,0.37,0.02,0.04,0.06,0.02,12
30966,0.03,0.03,0.03,0.02,0.12,0.05,0.05,0.12,0.06,0.07,0.06,0.07,0
30967,0.05,0.03,0.03,0.03,0.03,0.03,0.04,0.12,0.03,0.03,0.03,0.03,0
30968,0.03,0.01,0.07,0.01,0.12,0.03,0.11,0.24,0.05,0.08,0.01,0.01,12
30969,0.25,0.06,0.07,0.01,0.02,0.02,0.01,0.28,0.06,0.05,0.01,0.01,12
30970,0.03,0.05,0.02,0.02,0.05,0.02,0.03,0.51,0.03,0.03,0.02,0.02,12
30971,0.03,0.05,0.08,0.03,0.35,0.06,0.04,0.03,0.03,0.03,0.03,0.03,6
30972,0.02,0.02,0.06,0.02,0.27,0.03,0.04,0.24,0.02,0.09,0.02,0.02,6
30973,0.05,0.03,0.07,0.03,0.14,0.03,0.05,0.05,0.04,0.1,0.03,0.07,6
30974,0.03,0.03,0.06,0.03,0.07,0.03,0.03,0.2,0.1,0.12,0.03,0.03,12
30975,0.02,0.03,0.03,0.03,0.19,0.05,0.03,0.12,0.02,0.05,0.03,0.03,6
30976,0.02,0.01,0.03,0.01,0.27,0.04,0.02,0.3,0.04,0.05,0.01,0.05,12
30977,0.13,0.03,0.01,0.03,0.19,0.04,0.08,0.16,0.05,0.01,0.01,0.01,6
30978,0.04,0.05,0.09,0.04,0.09,0.04,0.04,0.11,0.04,0.08,0.04,0.04,12
30979,0.02,0.06,0.02,0.02,0.24,0.02,0.03,0.17,0.06,0.02,0.03,0.02,6
30980,0.03,0.04,0.03,0.03,0.26,0.04,0.03,0.03,0.03,0.06,0.03,0.08,6
30981,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.19,0.03,0.06,0.03,0.21,18
30982,0.02,0.02,0.05,0.01,0.21,0.01,0.11,0.29,0.01,0.09,0.01,0.03,12
30983,0.09,0.05,0.03,0.02,0.1,0.02,0.03,0.2,0.06,0.02,0.02,0.2,12
30984,0.02,0.01,0.09,0.01,0.06,0.05,0.01,0.1,0.46,0.05,0.01,0.01,13
30985,0.04,0.04,0.04,0.04,0.11,0.05,0.04,0.14,0.06,0.08,0.04,0.04,12
30986,0.07,0.11,0.04,0.03,0.17,0.04,0.04,0.06,0.04,0.03,0.04,0.04,6
30987,0.02,0.01,0.02,0.01,0.1,0.05,0.01,0.58,0.03,0.02,0.01,0.01,12
30988,0.02,0.04,0.05,0.02,0.39,0.03,0.04,0.17,0.02,0.04,0.02,0.01,6
30989,0.02,0.01,0.01,0.02,0.28,0.01,0.04,0.17,0.03,0.09,0.01,0.02,6
30990,0.01,0.04,0.04,0.01,0.2,0.01,0.04,0.24,0.02,0.12,0.01,0.06,12
30991,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.19,0.04,0.04,0.04,0.04,12
30992,0.02,0.06,0.03,0.02,0.33,0.04,0.03,0.17,0.02,0.06,0.06,0.02,6
30993,0.14,0.01,0.03,0.01,0.16,0.01,0.05,0.26,0.06,0.1,0.01,0.01,12
30994,0.05,0.03,0.01,0.01,0.41,0.03,0.02,0.13,0.01,0.08,0.01,0.01,6
30995,0.02,0.1,0.01,0.01,0.32,0.01,0.03,0.24,0.03,0.01,0.01,0.02,6
30996,0.04,0.04,0.04,0.04,0.11,0.04,0.1,0.1,0.04,0.04,0.04,0.05,6
30997,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.33,0.03,0.03,0.03,0.03,12
30998,0.03,0.06,0.03,0.03,0.23,0.03,0.11,0.05,0.03,0.05,0.03,0.04,6
30999,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.11,0.05,0.05,14
31000,0.08,0.02,0.03,0.03,0.15,0.06,0.03,0.27,0.03,0.04,0.02,0.03,12
31001,0.02,0.03,0.08,0.02,0.22,0.02,0.03,0.22,0.06,0.06,0.02,0.03,6
31002,0.11,0.03,0.02,0.01,0.14,0.02,0.05,0.17,0.13,0.02,0.01,0.01,0
31003,0.05,0.06,0.03,0.02,0.26,0.04,0.02,0.15,0.02,0.06,0.02,0.04,6
31004,0.01,0.04,0.04,0.01,0.39,0.01,0.01,0.19,0.04,0.06,0.01,0.01,6
31005,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.09,0.05,0.05,0.05,0.05,4
31006,0.02,0.05,0.04,0.02,0.2,0.02,0.02,0.3,0.05,0.04,0.02,0.02,12
31007,0.05,0.08,0.1,0.03,0.13,0.03,0.03,0.13,0.03,0.03,0.03,0.03,6
31008,0.03,0.03,0.05,0.03,0.07,0.03,0.07,0.17,0.03,0.03,0.03,0.09,12
31009,0.05,0.04,0.05,0.04,0.11,0.04,0.05,0.12,0.04,0.05,0.04,0.05,12
31010,0.02,0.02,0.09,0.01,0.11,0.01,0.07,0.36,0.05,0.05,0.01,0.05,12
31011,0.04,0.03,0.11,0.03,0.09,0.03,0.04,0.24,0.03,0.03,0.03,0.03,12
31012,0.05,0.02,0.06,0.01,0.14,0.01,0.01,0.36,0.06,0.02,0.01,0.05,12
31013,0.04,0.08,0.03,0.02,0.16,0.02,0.03,0.27,0.06,0.05,0.02,0.03,12
31014,0.04,0.04,0.04,0.04,0.08,0.04,0.05,0.09,0.04,0.15,0.04,0.04,14
31015,0.02,0.1,0.1,0.01,0.08,0.01,0.02,0.44,0.02,0.04,0.01,0.03,12
31016,0.22,0.08,0.05,0.02,0.04,0.02,0.03,0.13,0.09,0.02,0.02,0.08,1
31017,0.01,0.01,0.03,0.01,0.2,0.04,0.05,0.35,0.06,0.01,0.01,0.01,12
31018,0.02,0.06,0.02,0.02,0.03,0.03,0.06,0.47,0.07,0.02,0.02,0.02,12
31019,0.03,0.02,0.06,0.02,0.04,0.02,0.08,0.22,0.04,0.04,0.04,0.05,0
31020,0.14,0.01,0.07,0.01,0.03,0.01,0.04,0.26,0.25,0.05,0.01,0.01,12
31021,0.05,0.09,0.03,0.02,0.05,0.03,0.06,0.26,0.04,0.11,0.02,0.02,12
31022,0.28,0.03,0.03,0.0,0.02,0.01,0.01,0.34,0.02,0.07,0.01,0.02,12
31023,0.04,0.03,0.04,0.03,0.11,0.03,0.18,0.13,0.04,0.03,0.03,0.03,11
31024,0.2,0.08,0.04,0.03,0.05,0.04,0.07,0.04,0.04,0.04,0.03,0.03,1
31025,0.1,0.06,0.14,0.01,0.08,0.04,0.08,0.01,0.03,0.01,0.03,0.02,16
31026,0.19,0.09,0.03,0.01,0.09,0.02,0.32,0.01,0.01,0.01,0.01,0.02,11
31027,0.15,0.07,0.03,0.03,0.06,0.03,0.17,0.04,0.03,0.02,0.03,0.1,11
31028,0.13,0.12,0.02,0.05,0.03,0.02,0.03,0.02,0.09,0.02,0.02,0.02,16
31029,0.05,0.04,0.05,0.05,0.04,0.08,0.04,0.04,0.1,0.09,0.05,0.04,13
31030,0.02,0.06,0.01,0.05,0.02,0.02,0.02,0.05,0.02,0.03,0.01,0.03,0
31031,0.22,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,16
31032,0.23,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.09,0.04,0.04,0.04,1
31033,0.18,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.09,0.04,0.04,1
31034,0.02,0.03,0.04,0.02,0.04,0.05,0.03,0.05,0.03,0.06,0.02,0.02,16
31035,0.14,0.12,0.09,0.01,0.22,0.07,0.03,0.02,0.01,0.01,0.01,0.01,6
31036,0.06,0.05,0.04,0.03,0.09,0.04,0.05,0.03,0.05,0.03,0.03,0.09,16
31037,0.17,0.02,0.08,0.02,0.08,0.03,0.03,0.02,0.07,0.11,0.02,0.02,16
31038,0.02,0.02,0.01,0.0,0.0,0.01,0.14,0.03,0.01,0.01,0.0,0.01,0
31039,0.08,0.04,0.08,0.03,0.06,0.03,0.05,0.05,0.11,0.08,0.04,0.03,13
31040,0.04,0.06,0.26,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
31041,0.05,0.04,0.04,0.01,0.19,0.01,0.01,0.01,0.12,0.01,0.02,0.04,16
31042,0.05,0.04,0.03,0.03,0.05,0.04,0.04,0.07,0.04,0.03,0.03,0.07,0
31043,0.15,0.03,0.08,0.01,0.13,0.03,0.07,0.02,0.03,0.01,0.03,0.08,0
31044,0.12,0.15,0.1,0.03,0.08,0.03,0.04,0.03,0.03,0.03,0.03,0.08,2
31045,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,18
31046,0.05,0.05,0.06,0.04,0.07,0.04,0.04,0.07,0.08,0.1,0.04,0.08,14
