Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Dom_Topic
70479,0.04,0.03,0.03,0.13,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.09,0.2,0.03,0.04,0.04,0.04,0.03,13
70480,0.04,0.05,0.05,0.08,0.07,0.02,0.06,0.02,0.02,0.04,0.05,0.03,0.11,0.2,0.07,0.02,0.02,0.02,0.02,13
70481,0.04,0.19,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70482,0.03,0.03,0.03,0.12,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.05,0.14,0.18,0.07,0.03,0.03,0.03,0.03,13
70483,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.08,0.15,0.08,0.06,0.05,0.04,0.04,0.04,12
70484,0.03,0.05,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.15,0.13,0.08,0.03,0.03,0.03,0.03,12
70485,0.09,0.05,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.05,0.08,0.05,0.05,0.04,0.04,0.04,0.04,6
70486,0.04,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.25,0.06,0.09,0.03,0.03,0.03,0.03,0.03,11
70487,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,11
70488,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.09,0.12,0.05,0.05,0.05,0.05,14
70489,0.04,0.14,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.07,0.04,0.04,0.04,0.04,1
70490,0.03,0.08,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.05,0.03,0.27,0.03,0.04,0.03,0.03,0.03,13
70491,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70492,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,0.05,0.05,0.05,12
70493,0.03,0.07,0.03,0.12,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.05,0.28,0.03,0.03,0.03,0.03,0.03,13
70494,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70495,0.03,0.03,0.04,0.09,0.04,0.08,0.03,0.03,0.03,0.15,0.03,0.03,0.04,0.16,0.03,0.04,0.03,0.03,0.03,13
70496,0.13,0.16,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
70497,0.04,0.12,0.04,0.04,0.04,0.04,0.21,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
70498,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.06,0.04,0.09,0.07,0.06,0.04,0.06,0.04,0.04,0.09,11
70499,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.25,0.04,0.04,0.08,0.07,0.04,0.04,0.04,11
70500,0.04,0.07,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.17,0.04,0.04,0.04,0.04,14
70501,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.06,0.03,0.21,0.1,0.03,0.03,0.03,14
70502,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.08,0.05,0.04,0.04,0.04,0.04,12
70503,0.11,0.03,0.03,0.04,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.08,0.03,0.24,0.03,0.03,0.03,0.03,0.03,13
70504,0.04,0.04,0.09,0.04,0.04,0.04,0.05,0.04,0.04,0.09,0.04,0.04,0.05,0.1,0.04,0.05,0.04,0.04,0.04,13
70505,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,10
70506,0.05,0.22,0.03,0.04,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.1,0.03,0.03,0.06,1
70507,0.19,0.1,0.03,0.13,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.07,0
70508,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70509,0.04,0.08,0.05,0.04,0.06,0.05,0.04,0.05,0.05,0.04,0.05,0.09,0.09,0.05,0.04,0.04,0.05,0.05,0.05,11
70510,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.09,0.04,0.04,0.04,0.04,11
70511,0.12,0.07,0.07,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.08,0.03,0.04,0.04,0.04,0.04,0
70512,0.04,0.17,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.05,0.04,0.04,0.04,0.04,1
70513,0.18,0.03,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.08,0.06,0.07,0.03,0.03,0.03,0.03,0
70514,0.04,0.07,0.04,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.15,0.05,0.08,0.04,0.04,0.04,0.04,12
70515,0.08,0.12,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.03,0.04,0.07,0.04,0.06,0.13,0.07,0.03,0.03,0.03,14
70516,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,13
70517,0.04,0.19,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,1
70518,0.04,0.21,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.05,0.05,0.04,0.04,0.04,1
70519,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0
70520,0.04,0.04,0.13,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,2
70521,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,7
70522,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.11,0.15,0.04,0.04,0.04,0.04,14
70523,0.06,0.14,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,1
70524,0.04,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.09,1
70525,0.04,0.18,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.06,0.08,0.04,0.04,0.04,0.04,0.04,1
70526,0.02,0.09,0.02,0.03,0.03,0.02,0.09,0.02,0.02,0.05,0.02,0.02,0.15,0.21,0.12,0.02,0.02,0.02,0.02,13
70527,0.05,0.08,0.04,0.05,0.05,0.09,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.1,0.04,0.04,0.04,0.04,14
70528,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.15,0.04,0.04,0.04,0.08,14
70529,0.03,0.06,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.03,0.04,0.12,0.09,0.04,0.04,0.04,14
70530,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11
70531,0.03,0.03,0.03,0.03,0.03,0.03,0.36,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.13,0.03,0.03,0.03,6
70532,0.01,0.03,0.05,0.11,0.02,0.04,0.1,0.01,0.01,0.01,0.01,0.06,0.38,0.12,0.02,0.01,0.01,0.01,0.01,12
70533,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.09,0.04,0.04,0.1,0.08,0.05,0.05,0.05,14
70534,0.09,0.04,0.04,0.06,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.13,0.05,0.05,0.09,0.04,0.04,0.04,0.04,11
70535,0.04,0.16,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.03,0.04,0.15,0.07,0.07,0.03,0.03,0.03,0.03,0.03,1
70536,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.14,0.04,0.04,0.04,0.04,14
70537,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.06,0.09,0.05,0.04,0.04,0.04,0.04,1
70538,0.08,0.1,0.02,0.06,0.03,0.02,0.04,0.02,0.02,0.08,0.02,0.04,0.02,0.31,0.06,0.02,0.02,0.02,0.02,13
70539,0.04,0.09,0.05,0.04,0.05,0.05,0.04,0.1,0.05,0.09,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,7
70540,0.04,0.03,0.02,0.07,0.02,0.02,0.2,0.04,0.02,0.03,0.02,0.13,0.2,0.08,0.01,0.02,0.02,0.02,0.02,6
70541,0.12,0.02,0.02,0.05,0.02,0.02,0.06,0.02,0.03,0.06,0.04,0.32,0.08,0.03,0.01,0.06,0.02,0.02,0.02,11
70542,0.04,0.07,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.08,0.03,0.1,0.08,0.12,0.04,0.07,0.03,0.03,0.03,13
70543,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70544,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.04,0.04,14
70545,0.04,0.08,0.09,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.13,0.05,0.04,0.04,0.04,0.04,0.04,0.04,11
70546,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.12,0.05,0.05,0.05,0.05,14
70547,0.04,0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.04,0.04,0.04,1
70548,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11
70549,0.09,0.04,0.05,0.05,0.04,0.05,0.14,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,6
70550,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.04,0.04,0.09,0.04,0.05,0.05,0.04,9
70551,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.09,0.09,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.09,7
70552,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.06,0.04,0.16,0.04,0.04,0.04,0.04,14
70553,0.03,0.24,0.03,0.04,0.05,0.04,0.05,0.09,0.04,0.07,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,1
70554,0.04,0.17,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.23,0.03,0.12,0.03,0.03,0.03,0.03,12
70555,0.03,0.14,0.03,0.11,0.04,0.03,0.06,0.03,0.03,0.03,0.03,0.09,0.06,0.03,0.1,0.04,0.03,0.03,0.03,1
70556,0.02,0.06,0.02,0.15,0.03,0.02,0.38,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.06,0.06,0.02,0.02,0.03,6
70557,0.07,0.04,0.04,0.05,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.05,0.13,0.04,0.04,0.04,0.04,0.08,13
70558,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.09,0.04,0.04,0.04,0.04,13
70559,0.06,0.14,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.1,0.05,0.2,0.03,0.03,0.03,0.03,14
70560,0.05,0.08,0.03,0.04,0.03,0.03,0.03,0.1,0.03,0.06,0.03,0.03,0.03,0.23,0.06,0.08,0.03,0.03,0.03,13
70561,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11
70562,0.04,0.1,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.17,0.04,0.04,0.04,0.04,14
70563,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.17,0.04,0.04,0.04,0.04,14
70564,0.03,0.11,0.06,0.03,0.05,0.03,0.04,0.03,0.03,0.03,0.05,0.07,0.21,0.08,0.02,0.04,0.03,0.03,0.06,12
70565,0.05,0.05,0.06,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4
70566,0.09,0.04,0.07,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.11,0.04,0.04,0.04,0.04,0.05,0.05,0.04,11
70567,0.13,0.06,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0
70568,0.04,0.04,0.03,0.21,0.03,0.03,0.03,0.03,0.07,0.04,0.04,0.03,0.04,0.08,0.11,0.03,0.03,0.03,0.03,3
70569,0.08,0.08,0.03,0.05,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.11,0.17,0.03,0.03,0.03,0.04,0.04,0.03,12
70570,0.05,0.03,0.03,0.13,0.04,0.03,0.07,0.03,0.03,0.07,0.03,0.03,0.03,0.15,0.07,0.06,0.03,0.03,0.04,13
70571,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,11
70572,0.04,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.06,0.09,0.04,0.04,0.04,0.04,0.04,1
70573,0.07,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.09,0.05,0.04,0.04,0.04,5
70574,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.12,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70575,0.04,0.05,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.05,0.04,0.16,0.04,0.05,0.05,0.04,0.05,0.04,0.04,11
70576,0.04,0.18,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70577,0.02,0.2,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.13,0.15,0.15,0.03,0.03,0.03,0.03,1
70578,0.04,0.04,0.04,0.07,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.09,0.04,0.04,0.04,0.04,6
70579,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70580,0.05,0.05,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
70581,0.01,0.08,0.01,0.31,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.05,0.28,0.1,0.04,0.04,0.01,0.01,0.01,3
70582,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.21,0.12,0.04,0.04,0.04,0.08,13
70583,0.04,0.13,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.13,0.04,0.04,0.04,0.04,1
70584,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70585,0.19,0.1,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.07,0.03,0.03,0.03,0.05,0.08,0.07,0.03,0.03,0.03,0
70586,0.04,0.16,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.06,0.1,0.04,0.12,0.03,0.03,0.03,0.07,1
70587,0.09,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.08,2
70588,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,11
70589,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.21,0.04,0.04,0.04,0.04,14
70590,0.04,0.04,0.04,0.05,0.04,0.04,0.07,0.04,0.04,0.05,0.04,0.04,0.05,0.12,0.14,0.04,0.04,0.04,0.04,14
70591,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70592,0.05,0.16,0.03,0.03,0.12,0.03,0.13,0.03,0.03,0.03,0.03,0.03,0.12,0.05,0.03,0.03,0.03,0.03,0.03,1
70593,0.05,0.1,0.05,0.04,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
70594,0.05,0.08,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.09,0.05,0.1,0.04,0.04,0.04,0.04,14
70595,0.04,0.2,0.04,0.05,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.07,0.06,0.04,0.04,0.04,0.04,0.04,0.04,1
70596,0.04,0.16,0.04,0.04,0.08,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.04,1
70597,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.12,0.05,0.04,0.05,0.04,0.04,0.09,12
70598,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11
70599,0.04,0.21,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,1
70600,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,15
70601,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
70602,0.23,0.05,0.02,0.1,0.11,0.02,0.17,0.02,0.02,0.02,0.02,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0
70603,0.08,0.06,0.04,0.12,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.12,0.04,0.04,0.04,0.04,3
70604,0.04,0.08,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.1,0.13,0.04,0.04,0.04,15
70605,0.03,0.19,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.1,0.11,0.03,0.03,0.12,0.03,0.03,0.03,1
70606,0.03,0.02,0.03,0.03,0.05,0.03,0.06,0.03,0.03,0.03,0.04,0.06,0.02,0.23,0.07,0.16,0.03,0.03,0.03,13
70607,0.04,0.16,0.04,0.05,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.04,0.04,0.04,1
70608,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.04,1
70609,0.04,0.07,0.04,0.11,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.17,0.04,0.04,0.04,0.04,14
70610,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70611,0.05,0.2,0.03,0.11,0.03,0.03,0.04,0.03,0.03,0.06,0.03,0.03,0.03,0.17,0.03,0.03,0.03,0.03,0.03,1
70612,0.05,0.13,0.04,0.05,0.07,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,1
70613,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70614,0.04,0.14,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.08,1
70615,0.04,0.15,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70616,0.04,0.22,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70617,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.23,0.05,0.04,0.04,0.04,0.04,13
70618,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6
70619,0.03,0.07,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.3,0.03,0.14,0.03,0.03,0.03,0.03,12
70620,0.09,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70621,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.05,0.3,0.04,0.04,0.04,0.04,14
70622,0.03,0.1,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.1,0.14,0.1,0.03,0.03,0.03,0.03,13
70623,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70624,0.04,0.16,0.04,0.04,0.04,0.05,0.15,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,1
70625,0.07,0.03,0.03,0.19,0.06,0.03,0.04,0.03,0.03,0.06,0.03,0.1,0.06,0.03,0.07,0.03,0.03,0.03,0.03,3
70626,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.06,0.05,0.06,0.05,0.05,0.05,12
70627,0.04,0.21,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.07,0.06,0.04,0.04,0.04,1
70628,0.03,0.22,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.04,0.04,0.13,0.04,0.03,0.03,0.03,1
70629,0.05,0.17,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,1
70630,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11,0.07,0.05,0.05,0.05,0.05,0.05,0.05,11
70631,0.05,0.07,0.05,0.04,0.05,0.05,0.16,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,6
70632,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
70633,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,5
70634,0.03,0.11,0.03,0.05,0.04,0.03,0.13,0.03,0.03,0.08,0.03,0.03,0.13,0.05,0.03,0.03,0.04,0.04,0.03,6
70635,0.04,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.14,0.05,0.05,0.05,0.05,14
70636,0.18,0.03,0.03,0.06,0.03,0.03,0.04,0.03,0.03,0.14,0.03,0.08,0.03,0.06,0.06,0.03,0.03,0.03,0.08,0
70637,0.04,0.17,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.13,0.04,0.04,0.04,0.04,1
70638,0.05,0.05,0.05,0.05,0.04,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.13,0.05,0.05,0.05,0.05,0.05,0.05,12
70639,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.09,0.04,0.14,0.04,0.04,0.04,0.04,14
70640,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70641,0.03,0.18,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.12,0.04,0.15,0.04,0.03,0.03,0.03,1
70642,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.06,0.04,0.04,0.04,0.05,0.14,0.04,0.04,0.04,0.04,14
70643,0.03,0.14,0.03,0.17,0.03,0.03,0.04,0.03,0.03,0.09,0.03,0.08,0.09,0.04,0.03,0.03,0.03,0.03,0.03,3
70644,0.03,0.07,0.03,0.04,0.03,0.03,0.03,0.07,0.03,0.04,0.03,0.16,0.15,0.03,0.08,0.03,0.03,0.03,0.03,11
70645,0.04,0.04,0.03,0.08,0.05,0.03,0.11,0.03,0.04,0.07,0.04,0.03,0.06,0.06,0.06,0.15,0.03,0.03,0.03,15
70646,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.12,0.05,0.05,0.05,0.05,14
70647,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70648,0.03,0.15,0.02,0.03,0.03,0.02,0.1,0.02,0.02,0.05,0.02,0.02,0.24,0.03,0.1,0.03,0.02,0.02,0.02,12
70649,0.08,0.02,0.05,0.3,0.05,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.11,0.05,0.06,0.02,0.02,0.02,0.03,3
