Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Dom_Topic
70650,0.02,0.02,0.04,0.13,0.03,0.02,0.04,0.02,0.02,0.03,0.02,0.14,0.05,0.26,0.07,0.02,0.02,0.02,0.02,13
70651,0.03,0.21,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.19,0.03,0.03,0.03,0.03,0.03,0.03,1
70652,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,0.12,0.04,0.04,0.04,0.08,14
70653,0.03,0.12,0.03,0.05,0.03,0.03,0.17,0.03,0.03,0.03,0.03,0.06,0.13,0.03,0.06,0.05,0.03,0.03,0.03,6
70654,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.17,0.04,0.04,0.04,0.04,14
70655,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.09,0.04,0.04,0.08,0.04,0.04,0.04,0.04,9
70656,0.04,0.19,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.08,0.04,0.04,0.04,0.04,0.04,1
70657,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.09,0.08,0.08,0.14,0.04,0.04,0.04,0.04,14
70658,0.09,0.1,0.05,0.09,0.05,0.02,0.03,0.02,0.02,0.02,0.04,0.02,0.05,0.27,0.04,0.02,0.02,0.02,0.02,13
70659,0.04,0.07,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.09,0.04,0.04,0.04,0.05,0.17,0.04,0.04,0.04,0.04,14
70660,0.04,0.04,0.14,0.04,0.04,0.05,0.04,0.1,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,2
70661,0.08,0.18,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.12,0.04,0.04,0.04,0.04,0.04,1
70662,0.04,0.16,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.05,0.06,0.04,0.05,0.04,0.04,0.04,0.04,1
70663,0.14,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
70664,0.04,0.12,0.03,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.07,0.04,0.08,0.06,0.03,0.12,0.04,0.04,0.09,1
70665,0.04,0.13,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,12
70666,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.09,0.04,0.04,0.14,0.04,0.05,0.05,0.05,14
70667,0.05,0.16,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.09,0.13,0.03,0.03,0.03,0.07,1
70668,0.14,0.04,0.04,0.04,0.06,0.04,0.07,0.04,0.04,0.04,0.04,0.08,0.1,0.04,0.08,0.04,0.04,0.04,0.04,0
70669,0.08,0.02,0.03,0.09,0.04,0.02,0.09,0.02,0.02,0.03,0.02,0.07,0.23,0.03,0.11,0.02,0.02,0.02,0.02,12
70670,0.05,0.05,0.05,0.05,0.07,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.16,0.05,0.05,0.05,0.05,14
70671,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.11,0.07,0.05,0.05,0.09,0.05,0.05,0.05,11
70672,0.17,0.06,0.01,0.25,0.02,0.01,0.04,0.01,0.01,0.03,0.03,0.03,0.07,0.09,0.01,0.13,0.01,0.01,0.01,3
70673,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.14,0.04,0.04,0.04,0.04,14
70674,0.05,0.03,0.03,0.16,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.14,0.03,0.05,0.11,0.03,0.04,0.04,0.03,3
70675,0.03,0.14,0.02,0.06,0.03,0.02,0.35,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.06,0.02,0.02,0.02,6
70676,0.04,0.24,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,1
70677,0.03,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.03,0.04,0.04,0.05,0.14,0.08,0.09,0.04,0.04,0.04,13
70678,0.04,0.08,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.14,0.04,0.04,0.04,0.04,14
70679,0.05,0.11,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.04,0.08,0.02,0.02,0.02,0.02,12
70680,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,9
70681,0.05,0.05,0.05,0.05,0.05,0.05,0.14,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6
70682,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.13,0.05,0.05,0.04,0.05,0.04,0.04,0.1,11
70683,0.04,0.07,0.01,0.06,0.02,0.01,0.2,0.01,0.01,0.01,0.01,0.05,0.33,0.04,0.06,0.01,0.01,0.01,0.01,12
70684,0.03,0.18,0.05,0.03,0.03,0.03,0.03,0.05,0.03,0.02,0.03,0.21,0.06,0.02,0.08,0.03,0.03,0.03,0.05,11
70685,0.03,0.08,0.02,0.08,0.02,0.15,0.07,0.02,0.02,0.09,0.02,0.06,0.07,0.13,0.03,0.02,0.02,0.02,0.02,5
70686,0.03,0.1,0.03,0.04,0.04,0.03,0.06,0.03,0.03,0.03,0.04,0.04,0.08,0.12,0.16,0.04,0.03,0.03,0.03,14
70687,0.04,0.15,0.02,0.21,0.16,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.09,0.06,0.02,0.02,0.02,0.02,3
70688,0.03,0.08,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.16,0.19,0.07,0.09,0.03,0.03,0.03,13
70689,0.03,0.12,0.01,0.04,0.04,0.02,0.06,0.05,0.02,0.05,0.02,0.07,0.07,0.27,0.07,0.03,0.02,0.02,0.01,13
70690,0.15,0.05,0.02,0.08,0.03,0.02,0.28,0.02,0.02,0.02,0.02,0.06,0.07,0.03,0.02,0.02,0.02,0.02,0.02,6
70691,0.05,0.12,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,1
70692,0.04,0.12,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.09,0.05,0.04,0.04,0.04,0.04,0.04,0.09,1
70693,0.06,0.04,0.1,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.12,0.04,0.04,0.09,15
70694,0.07,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.14,0.04,0.04,0.04,0.04,14
70695,0.03,0.12,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.15,0.03,0.04,0.12,0.04,0.04,0.04,12
70696,0.04,0.09,0.04,0.12,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.11,0.04,0.04,0.04,0.04,6
70697,0.03,0.16,0.03,0.04,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.23,0.04,0.03,0.03,0.03,0.03,0.03,12
70698,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.05,0.11,0.13,0.04,0.04,0.04,0.04,14
70699,0.02,0.07,0.02,0.22,0.03,0.02,0.03,0.02,0.02,0.04,0.03,0.03,0.04,0.29,0.07,0.02,0.02,0.02,0.02,13
70700,0.03,0.08,0.02,0.34,0.03,0.03,0.16,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,3
70701,0.05,0.04,0.04,0.09,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.09,0.05,0.1,0.04,0.05,0.05,0.05,0.04,13
70702,0.08,0.04,0.03,0.03,0.07,0.03,0.12,0.03,0.03,0.03,0.03,0.08,0.12,0.03,0.1,0.03,0.03,0.03,0.03,6
70703,0.03,0.02,0.02,0.03,0.02,0.02,0.09,0.02,0.02,0.04,0.02,0.25,0.26,0.08,0.02,0.04,0.02,0.02,0.02,12
70704,0.11,0.05,0.04,0.09,0.04,0.09,0.07,0.05,0.04,0.04,0.04,0.07,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0
70705,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.07,0.05,0.1,0.05,0.05,0.05,0.05,14
70706,0.04,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.12,0.06,0.09,0.04,0.04,0.04,0.04,12
70707,0.04,0.11,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.07,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.03,13
70708,0.06,0.27,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70709,0.07,0.06,0.02,0.18,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.02,0.33,0.01,0.01,0.02,0.01,0.01,0.01,12
70710,0.04,0.19,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.13,0.04,0.04,0.04,0.04,1
70711,0.03,0.14,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.1,0.09,0.03,0.14,0.03,0.03,0.03,0.03,1
70712,0.1,0.11,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.1,0.03,0.03,0.03,0.09,1
70713,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.19,0.04,0.04,0.04,0.04,14
70714,0.03,0.15,0.04,0.09,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.07,0.11,0.07,0.04,0.04,0.04,1
70715,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.15,0.04,0.04,0.04,0.04,14
70716,0.03,0.12,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.09,0.03,0.12,0.11,0.03,0.03,0.03,1
70717,0.05,0.09,0.04,0.05,0.07,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.09,1
70718,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70719,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.09,0.16,0.04,0.04,0.04,0.04,14
70720,0.07,0.14,0.03,0.12,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.07,0.09,0.07,0.03,0.05,0.03,0.03,0.03,1
70721,0.02,0.08,0.02,0.07,0.05,0.01,0.3,0.01,0.01,0.02,0.01,0.09,0.09,0.06,0.01,0.08,0.01,0.01,0.01,6
70722,0.03,0.15,0.06,0.03,0.03,0.03,0.08,0.03,0.03,0.07,0.03,0.07,0.06,0.06,0.07,0.07,0.03,0.03,0.03,1
70723,0.04,0.04,0.05,0.05,0.08,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.15,0.04,0.05,0.05,0.05,14
70724,0.04,0.13,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.1,0.04,0.08,0.04,0.04,0.04,1
70725,0.04,0.04,0.05,0.04,0.05,0.05,0.12,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.07,0.05,0.05,0.05,0.05,6
70726,0.04,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.08,0.17,0.03,0.03,0.03,0.03,0.03,11
70727,0.04,0.12,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,1
70728,0.03,0.15,0.03,0.08,0.05,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.04,0.07,0.11,0.07,0.03,0.03,0.03,1
70729,0.03,0.03,0.03,0.14,0.07,0.03,0.07,0.03,0.03,0.03,0.04,0.07,0.16,0.1,0.02,0.03,0.03,0.03,0.03,12
70730,0.03,0.08,0.02,0.08,0.02,0.02,0.03,0.02,0.02,0.1,0.02,0.17,0.1,0.11,0.09,0.02,0.02,0.02,0.02,11
70731,0.05,0.1,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.18,0.04,0.04,0.04,0.04,14
70732,0.03,0.02,0.02,0.28,0.03,0.02,0.04,0.02,0.02,0.08,0.02,0.07,0.05,0.09,0.12,0.02,0.02,0.02,0.02,3
70733,0.03,0.14,0.03,0.04,0.03,0.03,0.06,0.03,0.03,0.13,0.03,0.03,0.09,0.05,0.1,0.03,0.03,0.03,0.03,1
70734,0.09,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.09,0.04,0.04,0.05,0.05,0.11,18
70735,0.02,0.09,0.02,0.08,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.24,0.2,0.02,0.04,0.02,0.02,0.02,12
70736,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.15,0.04,0.12,0.04,0.04,0.04,0.04,0.04,11
70737,0.02,0.13,0.02,0.06,0.02,0.02,0.1,0.02,0.02,0.02,0.03,0.02,0.09,0.1,0.1,0.12,0.03,0.03,0.03,1
70738,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.15,0.17,0.04,0.04,0.04,0.04,14
70739,0.03,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.23,0.03,0.03,0.14,0.03,0.03,0.03,0.03,11
70740,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.13,0.04,0.04,0.04,0.04,1
70741,0.04,0.04,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.04,0.13,0.04,0.06,0.13,0.04,0.04,0.04,0.04,11
70742,0.04,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.17,0.03,0.03,0.15,0.03,0.03,0.03,0.03,11
70743,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.15,0.06,0.19,0.03,0.03,0.03,0.03,14
70744,0.1,0.09,0.03,0.26,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.08,0.04,0.03,0.03,0.03,0.03,0.03,0.03,3
70745,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,11
70746,0.05,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
70747,0.04,0.05,0.04,0.05,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.05,0.04,0.04,0.04,0.04,5
70748,0.07,0.08,0.02,0.09,0.02,0.02,0.23,0.02,0.02,0.02,0.02,0.14,0.05,0.04,0.07,0.03,0.02,0.02,0.02,6
70749,0.02,0.02,0.02,0.02,0.03,0.02,0.48,0.02,0.02,0.02,0.02,0.17,0.03,0.03,0.05,0.02,0.02,0.02,0.02,6
70750,0.04,0.08,0.04,0.04,0.04,0.09,0.06,0.04,0.04,0.04,0.04,0.04,0.2,0.04,0.04,0.04,0.04,0.04,0.04,12
70751,0.04,0.07,0.08,0.04,0.04,0.04,0.05,0.09,0.04,0.04,0.04,0.08,0.04,0.04,0.09,0.04,0.04,0.04,0.04,7
70752,0.03,0.04,0.03,0.03,0.05,0.03,0.37,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,6
70753,0.17,0.13,0.04,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0
70754,0.04,0.15,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,1
70755,0.05,0.08,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.14,0.04,0.04,0.04,15
70756,0.04,0.04,0.04,0.08,0.08,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.16,0.04,0.04,0.04,0.04,0.04,0.04,12
70757,0.03,0.04,0.02,0.3,0.03,0.02,0.03,0.02,0.02,0.05,0.02,0.08,0.04,0.11,0.04,0.06,0.02,0.02,0.05,3
70758,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.12,0.04,0.04,0.04,11
70759,0.06,0.15,0.04,0.05,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.07,0.07,0.03,0.03,0.04,0.04,0.04,0.04,1
70760,0.02,0.16,0.02,0.03,0.05,0.02,0.05,0.02,0.02,0.03,0.02,0.02,0.23,0.09,0.13,0.04,0.02,0.02,0.02,12
70761,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.1,14
70762,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10
70763,0.04,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.17,0.04,0.04,0.04,0.04,0.04,0.04,12
70764,0.04,0.05,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.13,0.04,0.04,0.04,0.04,14
70765,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,15
70766,0.21,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.07,0.09,0.06,0.03,0.03,0.03,0.05,0
70767,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
70768,0.04,0.03,0.03,0.04,0.07,0.03,0.11,0.03,0.03,0.03,0.03,0.07,0.03,0.24,0.03,0.03,0.03,0.03,0.03,13
70769,0.04,0.19,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.12,0.04,0.04,0.04,0.04,1
70770,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
70771,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11
70772,0.1,0.1,0.03,0.1,0.03,0.03,0.05,0.03,0.03,0.05,0.03,0.19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,11
70773,0.09,0.14,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70774,0.03,0.03,0.05,0.03,0.03,0.08,0.04,0.03,0.03,0.03,0.03,0.03,0.25,0.12,0.03,0.03,0.03,0.03,0.03,12
70775,0.06,0.04,0.02,0.36,0.03,0.02,0.06,0.02,0.02,0.02,0.02,0.06,0.06,0.02,0.02,0.07,0.02,0.02,0.04,3
70776,0.04,0.09,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.11,0.07,0.09,0.04,0.04,0.04,0.04,12
70777,0.07,0.05,0.05,0.05,0.05,0.12,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5
70778,0.04,0.07,0.04,0.04,0.04,0.04,0.05,0.09,0.04,0.04,0.04,0.04,0.08,0.13,0.04,0.04,0.04,0.04,0.04,13
70779,0.18,0.03,0.01,0.16,0.04,0.02,0.27,0.02,0.02,0.01,0.01,0.05,0.02,0.09,0.01,0.01,0.02,0.02,0.02,6
70780,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,2
70781,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,15
70782,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
70783,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,0.05,14
70784,0.03,0.01,0.01,0.13,0.02,0.01,0.09,0.01,0.01,0.02,0.03,0.01,0.1,0.31,0.04,0.12,0.01,0.01,0.01,13
70785,0.04,0.04,0.04,0.06,0.04,0.04,0.14,0.04,0.04,0.08,0.04,0.04,0.11,0.08,0.04,0.04,0.04,0.04,0.04,6
70786,0.04,0.13,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,1
70787,0.05,0.04,0.05,0.05,0.04,0.05,0.18,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.05,0.05,6
70788,0.04,0.03,0.04,0.05,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.08,0.15,0.06,0.08,0.04,0.04,0.04,0.04,12
70789,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.08,0.04,0.04,0.03,0.19,0.15,0.04,0.04,0.04,0.04,13
70790,0.16,0.07,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.08,0.04,0.04,0.04,0.04,0
70791,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,8
70792,0.05,0.09,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.09,0.04,0.04,0.04,1
70793,0.03,0.08,0.03,0.24,0.03,0.03,0.04,0.1,0.03,0.03,0.04,0.03,0.04,0.05,0.09,0.03,0.03,0.03,0.03,3
70794,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
70795,0.02,0.05,0.02,0.04,0.04,0.02,0.44,0.02,0.02,0.04,0.02,0.04,0.02,0.08,0.08,0.04,0.02,0.02,0.02,6
70796,0.03,0.12,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.07,0.06,0.21,0.03,0.04,0.04,0.04,14
70797,0.04,0.04,0.05,0.05,0.05,0.1,0.09,0.05,0.09,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,5
70798,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.05,11
70799,0.04,0.16,0.04,0.04,0.06,0.04,0.04,0.04,0.05,0.09,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,1
70800,0.03,0.13,0.03,0.23,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3
70801,0.16,0.04,0.01,0.21,0.01,0.01,0.18,0.01,0.01,0.01,0.02,0.03,0.16,0.07,0.02,0.04,0.01,0.01,0.02,3
70802,0.17,0.07,0.01,0.16,0.01,0.01,0.28,0.01,0.01,0.02,0.01,0.08,0.08,0.04,0.01,0.02,0.01,0.01,0.02,6
70803,0.24,0.09,0.01,0.21,0.04,0.01,0.05,0.01,0.01,0.1,0.01,0.06,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0
70804,0.03,0.13,0.02,0.04,0.02,0.02,0.18,0.02,0.02,0.02,0.02,0.09,0.15,0.02,0.05,0.05,0.02,0.02,0.05,6
70805,0.05,0.1,0.02,0.2,0.02,0.02,0.02,0.02,0.04,0.03,0.02,0.06,0.04,0.16,0.11,0.03,0.02,0.02,0.02,3
70806,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
70807,0.03,0.14,0.03,0.07,0.03,0.03,0.05,0.03,0.03,0.07,0.03,0.03,0.13,0.1,0.06,0.06,0.03,0.03,0.03,1
70808,0.09,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
70809,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6
70810,0.04,0.14,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
70811,0.1,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.1,0.1,0.1,0.07,0.03,0.03,0.03,0
70812,0.03,0.06,0.03,0.03,0.03,0.03,0.28,0.03,0.03,0.1,0.03,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,6
70813,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,13
70814,0.02,0.04,0.04,0.06,0.02,0.02,0.27,0.05,0.02,0.03,0.03,0.11,0.13,0.03,0.02,0.02,0.02,0.02,0.02,6
70815,0.26,0.05,0.02,0.03,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.19,0.12,0.03,0.02,0.02,0.02,0.02,0.02,0
70816,0.18,0.1,0.02,0.02,0.06,0.02,0.29,0.02,0.02,0.04,0.04,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,6
70817,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.22,0.04,0.04,0.04,0.04,0.04,0.04,0.04,11
70818,0.04,0.14,0.03,0.09,0.03,0.03,0.11,0.03,0.03,0.03,0.07,0.05,0.1,0.05,0.06,0.07,0.03,0.03,0.03,1
70819,0.06,0.11,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.12,0.04,0.04,0.04,0.04,14
70820,0.04,0.04,0.04,0.05,0.05,0.04,0.09,0.04,0.04,0.04,0.05,0.09,0.13,0.04,0.04,0.04,0.04,0.04,0.04,12
