Unnamed: 0,Topic0: Waste of money,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
2743,0.01,0.16,0.02,0.01,0.66,12
2744,0.01,0.32,0.01,0.01,0.5,12
2745,0.03,0.43,0.02,0.02,0.11,2
2746,0.02,0.59,0.02,0.02,0.08,2
2747,0.01,0.42,0.01,0.01,0.35,2
2748,0.02,0.52,0.02,0.02,0.04,2
2749,0.01,0.16,0.02,0.01,0.66,12
2750,0.01,0.32,0.01,0.01,0.5,12
2751,0.03,0.43,0.02,0.02,0.11,2
2752,0.02,0.59,0.02,0.02,0.08,2
2753,0.01,0.42,0.01,0.01,0.35,2
2754,0.02,0.52,0.02,0.02,0.04,2
2755,0.01,0.46,0.41,0.01,0.03,2
2756,0.01,0.76,0.1,0.02,0.01,2
2757,0.02,0.53,0.02,0.02,0.14,2
2758,0.02,0.55,0.07,0.02,0.04,2
2759,0.01,0.56,0.02,0.03,0.17,2
2760,0.02,0.23,0.44,0.02,0.03,6
2761,0.01,0.65,0.01,0.01,0.15,2
2762,0.01,0.68,0.01,0.01,0.06,2
2763,0.02,0.41,0.03,0.02,0.2,2
2764,0.02,0.35,0.03,0.09,0.21,2
2765,0.01,0.65,0.01,0.02,0.09,2
2766,0.01,0.52,0.01,0.01,0.01,2
2767,0.01,0.16,0.01,0.01,0.6,12
2768,0.01,0.68,0.12,0.01,0.02,2
2769,0.02,0.62,0.02,0.02,0.04,2
2770,0.01,0.2,0.02,0.03,0.55,12
2771,0.02,0.6,0.05,0.02,0.02,2
2772,0.01,0.53,0.01,0.19,0.11,2
2773,0.03,0.5,0.03,0.02,0.02,2
2774,0.03,0.36,0.05,0.06,0.04,2
2775,0.02,0.66,0.02,0.02,0.04,2
2776,0.02,0.53,0.02,0.02,0.19,2
2777,0.01,0.56,0.02,0.03,0.17,2
2778,0.02,0.23,0.44,0.02,0.03,6
2779,0.01,0.65,0.01,0.01,0.15,2
2780,0.01,0.68,0.01,0.01,0.06,2
2781,0.02,0.41,0.03,0.02,0.2,2
2782,0.02,0.35,0.03,0.09,0.21,2
2783,0.01,0.65,0.01,0.02,0.09,2
2784,0.01,0.52,0.01,0.01,0.01,2
2785,0.01,0.16,0.01,0.01,0.6,12
2786,0.01,0.68,0.12,0.01,0.02,2
2787,0.02,0.62,0.02,0.02,0.04,2
2788,0.01,0.2,0.02,0.03,0.55,12
2789,0.02,0.6,0.05,0.02,0.02,2
2790,0.01,0.53,0.01,0.19,0.11,2
2791,0.03,0.5,0.03,0.02,0.02,2
2792,0.03,0.36,0.05,0.06,0.04,2
2793,0.02,0.66,0.02,0.02,0.04,2
2794,0.02,0.53,0.02,0.02,0.19,2
2795,0.04,0.18,0.04,0.04,0.06,2
2796,0.02,0.54,0.03,0.02,0.03,2
2797,0.02,0.58,0.03,0.02,0.06,2
2798,0.02,0.56,0.02,0.02,0.11,2
2799,0.01,0.7,0.05,0.02,0.03,2
2800,0.02,0.64,0.03,0.02,0.02,2
2801,0.02,0.57,0.02,0.02,0.13,2
2802,0.02,0.52,0.03,0.03,0.05,2
2803,0.01,0.52,0.01,0.24,0.03,2
2804,0.03,0.39,0.03,0.03,0.04,2
2805,0.01,0.84,0.01,0.01,0.01,2
2806,0.02,0.62,0.02,0.02,0.02,2
2807,0.01,0.6,0.01,0.26,0.01,2
2808,0.03,0.07,0.03,0.03,0.34,12
2809,0.01,0.44,0.01,0.01,0.4,2
2810,0.02,0.58,0.02,0.03,0.07,2
2811,0.01,0.82,0.01,0.02,0.01,2
2812,0.02,0.53,0.03,0.04,0.03,2
2813,0.02,0.58,0.06,0.02,0.04,2
2814,0.02,0.67,0.02,0.02,0.02,2
2815,0.04,0.26,0.04,0.04,0.06,2
2816,0.02,0.67,0.02,0.03,0.03,2
2817,0.01,0.37,0.01,0.01,0.43,12
2818,0.03,0.32,0.03,0.03,0.18,2
2819,0.01,0.57,0.01,0.01,0.19,2
2820,0.02,0.35,0.02,0.02,0.31,2
2821,0.02,0.56,0.02,0.02,0.04,2
2822,0.01,0.79,0.03,0.01,0.01,2
2823,0.04,0.04,0.04,0.04,0.29,12
2824,0.02,0.59,0.03,0.02,0.03,2
2825,0.02,0.55,0.07,0.02,0.05,2
2826,0.03,0.45,0.03,0.03,0.03,2
2827,0.04,0.2,0.04,0.04,0.04,2
2828,0.01,0.79,0.02,0.02,0.01,2
2829,0.03,0.25,0.03,0.03,0.19,2
2830,0.01,0.64,0.02,0.01,0.09,2
2831,0.01,0.73,0.06,0.01,0.03,2
2832,0.03,0.06,0.04,0.05,0.4,12
2833,0.02,0.29,0.03,0.02,0.26,2
2834,0.03,0.26,0.07,0.03,0.17,2
2835,0.02,0.51,0.02,0.03,0.06,2
2836,0.03,0.46,0.03,0.03,0.03,2
2837,0.01,0.76,0.01,0.01,0.02,2
2838,0.01,0.83,0.02,0.01,0.02,2
2839,0.01,0.75,0.01,0.01,0.04,2
2840,0.01,0.67,0.1,0.02,0.02,2
2841,0.01,0.75,0.01,0.02,0.02,2
2842,0.03,0.44,0.04,0.03,0.04,2
2843,0.02,0.31,0.02,0.02,0.37,12
2844,0.02,0.24,0.02,0.02,0.47,12
2845,0.01,0.54,0.03,0.02,0.16,2
2846,0.02,0.57,0.03,0.03,0.03,2
2847,0.03,0.36,0.04,0.03,0.04,2
2848,0.02,0.43,0.05,0.11,0.08,2
2849,0.02,0.68,0.02,0.01,0.02,2
2850,0.01,0.72,0.02,0.01,0.02,2
2851,0.02,0.6,0.02,0.04,0.02,2
2852,0.02,0.57,0.06,0.02,0.03,2
2853,0.02,0.6,0.02,0.03,0.03,2
2854,0.02,0.57,0.02,0.02,0.07,2
2855,0.03,0.48,0.03,0.05,0.03,2
2856,0.03,0.48,0.04,0.03,0.03,2
2857,0.02,0.53,0.14,0.02,0.03,2
2858,0.01,0.76,0.02,0.02,0.02,2
2859,0.02,0.31,0.02,0.02,0.33,12
2860,0.01,0.64,0.08,0.1,0.01,2
2861,0.02,0.53,0.02,0.02,0.06,2
2862,0.01,0.74,0.02,0.02,0.05,2
2863,0.01,0.33,0.01,0.01,0.53,12
2864,0.02,0.58,0.03,0.02,0.02,2
2865,0.01,0.43,0.01,0.01,0.41,2
2866,0.02,0.61,0.02,0.02,0.03,2
2867,0.02,0.69,0.02,0.02,0.02,2
2868,0.01,0.4,0.42,0.03,0.03,6
2869,0.02,0.58,0.02,0.02,0.05,2
2870,0.01,0.41,0.02,0.01,0.29,2
2871,0.01,0.71,0.02,0.02,0.02,2
2872,0.02,0.52,0.03,0.02,0.15,2
2873,0.01,0.3,0.48,0.02,0.02,6
2874,0.02,0.19,0.02,0.03,0.43,12
2875,0.02,0.51,0.05,0.07,0.04,2
2876,0.02,0.6,0.09,0.02,0.02,2
2877,0.02,0.5,0.03,0.04,0.05,2
2878,0.02,0.13,0.02,0.02,0.53,12
2879,0.02,0.62,0.02,0.02,0.02,2
2880,0.02,0.7,0.01,0.02,0.02,2
2881,0.01,0.4,0.01,0.11,0.25,2
2882,0.01,0.42,0.3,0.03,0.03,2
2883,0.01,0.23,0.01,0.01,0.66,12
2884,0.02,0.56,0.02,0.02,0.03,2
2885,0.03,0.36,0.03,0.04,0.04,2
2886,0.02,0.59,0.03,0.02,0.03,2
2887,0.01,0.64,0.02,0.08,0.02,2
2888,0.02,0.6,0.02,0.03,0.02,2
2889,0.01,0.77,0.02,0.01,0.04,2
2890,0.03,0.4,0.03,0.03,0.03,2
2891,0.02,0.49,0.02,0.03,0.22,2
2892,0.02,0.55,0.02,0.02,0.11,2
2893,0.03,0.08,0.03,0.03,0.44,12
2894,0.01,0.56,0.01,0.12,0.14,2
2895,0.03,0.15,0.03,0.04,0.22,12
2896,0.02,0.27,0.03,0.03,0.31,12
2897,0.02,0.67,0.01,0.02,0.04,2
2898,0.03,0.39,0.02,0.04,0.13,2
2899,0.03,0.44,0.03,0.05,0.03,2
2900,0.02,0.29,0.02,0.25,0.19,2
2901,0.03,0.47,0.04,0.03,0.03,2
2902,0.02,0.5,0.02,0.02,0.12,2
2903,0.03,0.36,0.02,0.03,0.13,2
2904,0.02,0.65,0.02,0.02,0.02,2
2905,0.01,0.6,0.01,0.28,0.01,2
2906,0.02,0.32,0.02,0.02,0.33,12
2907,0.0,0.31,0.01,0.01,0.61,12
2908,0.02,0.18,0.03,0.02,0.48,12
2909,0.02,0.55,0.09,0.03,0.03,2
2910,0.02,0.58,0.02,0.02,0.14,2
2911,0.02,0.47,0.09,0.03,0.14,2
2912,0.04,0.09,0.04,0.04,0.13,12
2913,0.02,0.51,0.02,0.04,0.15,2
2914,0.02,0.61,0.02,0.02,0.03,2
2915,0.01,0.35,0.01,0.01,0.45,12
2916,0.02,0.52,0.04,0.02,0.08,2
2917,0.02,0.58,0.05,0.02,0.03,2
2918,0.02,0.6,0.03,0.02,0.02,2
2919,0.02,0.29,0.02,0.02,0.41,12
2920,0.01,0.49,0.07,0.02,0.25,2
2921,0.02,0.41,0.03,0.02,0.22,2
2922,0.01,0.28,0.01,0.02,0.6,12
2923,0.02,0.51,0.04,0.02,0.06,2
2924,0.02,0.42,0.02,0.02,0.26,2
2925,0.03,0.39,0.03,0.06,0.07,2
2926,0.02,0.48,0.02,0.02,0.19,2
2927,0.02,0.32,0.31,0.02,0.07,2
2928,0.03,0.24,0.02,0.03,0.29,12
2929,0.02,0.28,0.02,0.02,0.36,12
2930,0.01,0.23,0.01,0.02,0.5,12
2931,0.04,0.26,0.04,0.04,0.05,2
2932,0.02,0.52,0.03,0.02,0.04,2
2933,0.02,0.3,0.02,0.02,0.4,12
2934,0.01,0.5,0.36,0.01,0.01,2
2935,0.03,0.42,0.03,0.03,0.1,2
2936,0.01,0.56,0.11,0.07,0.03,2
2937,0.01,0.46,0.02,0.04,0.26,2
2938,0.01,0.72,0.01,0.01,0.02,2
2939,0.01,0.64,0.07,0.04,0.02,2
2940,0.01,0.64,0.06,0.02,0.06,2
2941,0.01,0.54,0.2,0.01,0.06,2
2942,0.01,0.71,0.03,0.01,0.02,2
2943,0.03,0.3,0.03,0.03,0.09,2
2944,0.01,0.72,0.07,0.02,0.01,2
2945,0.01,0.8,0.07,0.01,0.01,2
2946,0.02,0.29,0.02,0.02,0.41,12
2947,0.01,0.65,0.08,0.01,0.15,2
2948,0.02,0.55,0.05,0.03,0.03,2
2949,0.02,0.54,0.06,0.02,0.02,2
2950,0.02,0.48,0.04,0.04,0.06,2
2951,0.01,0.56,0.16,0.02,0.02,2
2952,0.0,0.64,0.31,0.0,0.01,2
2953,0.02,0.5,0.14,0.03,0.03,2
2954,0.02,0.45,0.02,0.03,0.21,2
2955,0.02,0.56,0.03,0.02,0.04,2
2956,0.01,0.78,0.03,0.01,0.03,2
2957,0.02,0.06,0.02,0.03,0.49,12
2958,0.04,0.13,0.04,0.04,0.14,12
2959,0.02,0.24,0.02,0.02,0.47,12
2960,0.02,0.55,0.05,0.05,0.03,2
2961,0.02,0.57,0.02,0.02,0.05,2
2962,0.04,0.12,0.04,0.16,0.09,8
2963,0.01,0.69,0.01,0.02,0.09,2
2964,0.01,0.64,0.01,0.01,0.24,2
2965,0.03,0.46,0.03,0.02,0.04,2
2966,0.02,0.64,0.02,0.04,0.03,2
2967,0.02,0.61,0.02,0.02,0.03,2
2968,0.03,0.47,0.03,0.03,0.03,2
2969,0.02,0.5,0.03,0.1,0.1,2
2970,0.01,0.76,0.01,0.02,0.02,2
2971,0.03,0.29,0.05,0.03,0.18,2
2972,0.02,0.3,0.02,0.02,0.32,12
2973,0.01,0.6,0.12,0.07,0.03,2
2974,0.02,0.33,0.04,0.12,0.11,2
2975,0.01,0.62,0.02,0.05,0.15,2
2976,0.02,0.27,0.02,0.02,0.36,12
2977,0.03,0.33,0.03,0.03,0.17,2
2978,0.02,0.23,0.02,0.02,0.45,12
2979,0.04,0.12,0.05,0.07,0.13,12
2980,0.03,0.46,0.03,0.03,0.04,2
2981,0.02,0.45,0.04,0.03,0.13,2
2982,0.05,0.09,0.04,0.05,0.08,2
2983,0.02,0.15,0.41,0.03,0.04,6
2984,0.02,0.56,0.02,0.02,0.14,2
2985,0.01,0.27,0.01,0.02,0.46,12
2986,0.02,0.59,0.02,0.02,0.02,2
2987,0.02,0.69,0.02,0.02,0.02,2
2988,0.02,0.64,0.02,0.02,0.06,2
2989,0.03,0.39,0.11,0.03,0.04,2
2990,0.03,0.35,0.04,0.05,0.04,2
2991,0.02,0.57,0.07,0.02,0.02,2
2992,0.03,0.37,0.04,0.03,0.04,2
2993,0.01,0.57,0.02,0.01,0.21,2
2994,0.02,0.59,0.02,0.02,0.11,2
2995,0.01,0.79,0.05,0.01,0.01,2
2996,0.01,0.68,0.01,0.05,0.03,2
2997,0.04,0.23,0.04,0.05,0.08,2
2998,0.04,0.32,0.04,0.04,0.04,2
2999,0.01,0.67,0.03,0.01,0.09,2
3000,0.02,0.63,0.02,0.02,0.04,2
3001,0.02,0.29,0.04,0.08,0.03,2
3002,0.02,0.64,0.05,0.04,0.02,2
3003,0.02,0.62,0.02,0.03,0.02,2
3004,0.01,0.74,0.01,0.01,0.03,2
3005,0.03,0.15,0.04,0.03,0.22,12
3006,0.01,0.8,0.01,0.02,0.02,2
3007,0.02,0.37,0.02,0.16,0.1,2
3008,0.03,0.34,0.1,0.04,0.09,2
3009,0.01,0.54,0.01,0.01,0.27,2
3010,0.01,0.56,0.09,0.01,0.13,2
3011,0.01,0.56,0.02,0.02,0.19,2
3012,0.03,0.26,0.03,0.03,0.2,2
3013,0.01,0.76,0.01,0.02,0.01,2
3014,0.03,0.04,0.06,0.03,0.39,12
3015,0.02,0.53,0.04,0.04,0.03,2
3016,0.03,0.42,0.04,0.03,0.04,2
3017,0.04,0.22,0.04,0.05,0.07,2
3018,0.02,0.5,0.03,0.02,0.06,2
3019,0.01,0.74,0.13,0.01,0.01,2
3020,0.03,0.2,0.03,0.05,0.29,12
3021,0.01,0.71,0.02,0.01,0.07,2
3022,0.01,0.35,0.01,0.01,0.46,12
3023,0.03,0.06,0.36,0.03,0.12,6
3024,0.02,0.28,0.02,0.02,0.37,12
3025,0.01,0.53,0.02,0.01,0.24,2
3026,0.02,0.18,0.02,0.02,0.47,12
3027,0.01,0.59,0.01,0.01,0.18,2
3028,0.03,0.4,0.04,0.03,0.04,2
3029,0.03,0.44,0.04,0.03,0.07,2
3030,0.01,0.83,0.01,0.01,0.01,2
3031,0.02,0.24,0.02,0.02,0.39,12
3032,0.02,0.61,0.02,0.02,0.1,2
3033,0.02,0.49,0.02,0.05,0.02,2
3034,0.03,0.49,0.03,0.04,0.03,2
3035,0.02,0.45,0.02,0.02,0.25,2
3036,0.01,0.19,0.01,0.01,0.66,12
3037,0.02,0.69,0.02,0.02,0.04,2
3038,0.01,0.57,0.01,0.03,0.15,2
3039,0.04,0.21,0.04,0.04,0.13,2
3040,0.04,0.22,0.04,0.05,0.04,2
3041,0.03,0.24,0.02,0.03,0.23,2
3042,0.02,0.13,0.02,0.02,0.54,12
3043,0.01,0.84,0.01,0.01,0.03,2
3044,0.04,0.29,0.03,0.04,0.06,2
3045,0.05,0.11,0.04,0.04,0.07,2
3046,0.01,0.32,0.01,0.02,0.42,12
3047,0.02,0.7,0.02,0.01,0.03,2
3048,0.02,0.61,0.02,0.02,0.03,2
3049,0.02,0.69,0.02,0.02,0.03,2
3050,0.01,0.43,0.03,0.02,0.3,2
3051,0.02,0.32,0.02,0.02,0.34,12
3052,0.02,0.46,0.02,0.04,0.18,2
3053,0.02,0.69,0.03,0.02,0.02,2
3054,0.01,0.25,0.02,0.01,0.48,12
3055,0.02,0.63,0.02,0.02,0.03,2
3056,0.01,0.74,0.01,0.01,0.11,2
3057,0.02,0.63,0.02,0.02,0.06,2
3058,0.01,0.51,0.01,0.02,0.23,2
3059,0.01,0.39,0.01,0.01,0.39,2
3060,0.01,0.62,0.14,0.01,0.02,2
3061,0.01,0.59,0.01,0.01,0.23,2
3062,0.04,0.25,0.04,0.07,0.05,2
3063,0.02,0.5,0.02,0.03,0.06,2
3064,0.02,0.54,0.02,0.02,0.11,2
3065,0.03,0.42,0.03,0.03,0.06,2
3066,0.01,0.69,0.01,0.01,0.08,2
3067,0.03,0.31,0.04,0.04,0.1,2
3068,0.02,0.08,0.03,0.02,0.59,12
3069,0.02,0.3,0.02,0.02,0.39,12
3070,0.01,0.15,0.01,0.01,0.64,12
3071,0.02,0.25,0.02,0.02,0.32,12
3072,0.01,0.42,0.02,0.01,0.32,2
3073,0.02,0.11,0.02,0.02,0.62,12
3074,0.02,0.26,0.02,0.02,0.44,12
3075,0.03,0.35,0.03,0.03,0.11,2
3076,0.01,0.53,0.01,0.02,0.35,2
3077,0.02,0.23,0.02,0.02,0.42,12
3078,0.04,0.26,0.04,0.04,0.08,2
3079,0.03,0.29,0.03,0.03,0.25,2
3080,0.03,0.41,0.03,0.03,0.03,2
3081,0.02,0.55,0.02,0.02,0.07,2
3082,0.03,0.32,0.03,0.03,0.07,2
3083,0.02,0.7,0.02,0.02,0.02,2
3084,0.02,0.59,0.03,0.02,0.02,2
3085,0.01,0.8,0.01,0.04,0.01,2
3086,0.01,0.6,0.03,0.18,0.03,2
3087,0.01,0.59,0.01,0.01,0.28,2
3088,0.02,0.6,0.02,0.03,0.03,2
3089,0.04,0.09,0.08,0.04,0.09,2
3090,0.02,0.41,0.02,0.02,0.21,2
3091,0.02,0.56,0.03,0.03,0.03,2
3092,0.01,0.58,0.1,0.01,0.1,2
3093,0.02,0.65,0.03,0.02,0.02,2
3094,0.02,0.43,0.02,0.02,0.23,2
3095,0.03,0.27,0.03,0.05,0.11,2
3096,0.02,0.6,0.02,0.02,0.03,2
3097,0.02,0.15,0.03,0.02,0.48,12
3098,0.01,0.77,0.01,0.01,0.04,2
3099,0.01,0.3,0.01,0.01,0.51,12
3100,0.03,0.19,0.03,0.03,0.31,12
3101,0.03,0.49,0.03,0.03,0.04,2
3102,0.01,0.33,0.03,0.01,0.48,12
3103,0.01,0.68,0.02,0.03,0.12,2
3104,0.02,0.64,0.02,0.02,0.03,2
3105,0.03,0.25,0.03,0.03,0.29,12
3106,0.03,0.13,0.03,0.03,0.29,12
3107,0.03,0.35,0.03,0.05,0.16,2
3108,0.04,0.25,0.04,0.04,0.05,2
3109,0.03,0.36,0.04,0.03,0.03,2
3110,0.02,0.62,0.03,0.02,0.05,2
3111,0.03,0.34,0.06,0.04,0.04,2
3112,0.01,0.36,0.01,0.15,0.33,2
3113,0.03,0.49,0.03,0.03,0.03,2
3114,0.03,0.32,0.11,0.05,0.04,2
3115,0.02,0.42,0.02,0.02,0.14,2
3116,0.02,0.5,0.03,0.03,0.05,2
3117,0.02,0.61,0.02,0.02,0.05,2
3118,0.03,0.46,0.03,0.03,0.07,2
3119,0.03,0.47,0.02,0.02,0.08,2
3120,0.03,0.44,0.02,0.03,0.1,2
3121,0.01,0.82,0.02,0.03,0.01,2
3122,0.02,0.21,0.02,0.02,0.51,12
3123,0.01,0.37,0.03,0.01,0.42,12
3124,0.01,0.65,0.14,0.06,0.03,2
3125,0.02,0.59,0.03,0.02,0.1,2
3126,0.01,0.68,0.1,0.01,0.01,2
3127,0.01,0.6,0.2,0.01,0.06,2
3128,0.03,0.33,0.03,0.03,0.12,2
3129,0.03,0.35,0.03,0.03,0.13,2
3130,0.02,0.54,0.02,0.02,0.13,2
3131,0.01,0.69,0.06,0.02,0.02,2
3132,0.01,0.73,0.01,0.01,0.05,2
3133,0.02,0.37,0.02,0.02,0.28,2
3134,0.02,0.47,0.02,0.02,0.13,2
3135,0.05,0.13,0.05,0.05,0.05,2
3136,0.01,0.75,0.01,0.02,0.01,2
3137,0.02,0.43,0.02,0.02,0.18,2
3138,0.03,0.44,0.02,0.02,0.08,2
3139,0.03,0.05,0.21,0.06,0.23,12
3140,0.02,0.62,0.02,0.02,0.02,2
3141,0.01,0.8,0.08,0.01,0.01,2
3142,0.02,0.63,0.04,0.02,0.08,2
3143,0.03,0.46,0.06,0.03,0.03,2
3144,0.03,0.31,0.06,0.05,0.04,2
3145,0.01,0.72,0.14,0.01,0.01,2
3146,0.01,0.8,0.01,0.04,0.01,2
3147,0.02,0.67,0.02,0.02,0.02,2
3148,0.02,0.54,0.02,0.03,0.03,2
3149,0.02,0.57,0.02,0.02,0.03,2
3150,0.04,0.18,0.04,0.06,0.16,2
3151,0.01,0.76,0.12,0.01,0.01,2
3152,0.02,0.34,0.03,0.02,0.3,2
3153,0.02,0.64,0.05,0.02,0.02,2
3154,0.01,0.71,0.02,0.01,0.03,2
3155,0.03,0.16,0.03,0.03,0.27,12
3156,0.02,0.42,0.01,0.03,0.26,2
3157,0.02,0.63,0.02,0.02,0.03,2
3158,0.01,0.76,0.01,0.02,0.03,2
3159,0.02,0.4,0.02,0.02,0.22,2
3160,0.03,0.44,0.03,0.03,0.04,2
3161,0.03,0.38,0.04,0.05,0.11,2
3162,0.02,0.44,0.02,0.02,0.25,2
3163,0.03,0.49,0.03,0.03,0.03,2
3164,0.02,0.49,0.02,0.02,0.1,2
3165,0.02,0.57,0.02,0.02,0.09,2
3166,0.02,0.5,0.02,0.02,0.04,2
3167,0.02,0.62,0.02,0.02,0.06,2
3168,0.03,0.2,0.04,0.04,0.15,2
3169,0.01,0.28,0.01,0.02,0.45,12
3170,0.04,0.16,0.04,0.04,0.12,2
3171,0.02,0.24,0.02,0.02,0.47,12
3172,0.02,0.7,0.02,0.02,0.03,2
3173,0.01,0.52,0.02,0.02,0.21,2
3174,0.02,0.56,0.02,0.02,0.11,2
3175,0.01,0.75,0.02,0.01,0.02,2
3176,0.03,0.43,0.05,0.03,0.04,2
3177,0.01,0.22,0.03,0.01,0.52,12
3178,0.02,0.59,0.02,0.02,0.03,2
3179,0.02,0.58,0.02,0.02,0.03,2
3180,0.01,0.65,0.01,0.01,0.13,2
3181,0.01,0.24,0.01,0.03,0.48,12
3182,0.03,0.34,0.03,0.04,0.05,2
3183,0.03,0.45,0.03,0.03,0.03,2
3184,0.01,0.69,0.03,0.01,0.07,2
3185,0.01,0.53,0.11,0.01,0.19,2
3186,0.03,0.26,0.02,0.03,0.29,12
3187,0.02,0.56,0.03,0.02,0.02,2
3188,0.01,0.7,0.02,0.02,0.02,2
3189,0.01,0.81,0.01,0.01,0.03,2
3190,0.01,0.58,0.05,0.01,0.18,2
3191,0.02,0.59,0.09,0.02,0.02,2
3192,0.01,0.8,0.01,0.02,0.05,2
3193,0.03,0.27,0.03,0.04,0.12,2
3194,0.02,0.23,0.03,0.02,0.44,12
3195,0.03,0.07,0.03,0.03,0.43,12
3196,0.02,0.23,0.03,0.03,0.42,12
3197,0.02,0.64,0.02,0.02,0.02,2
3198,0.02,0.54,0.04,0.06,0.02,2
3199,0.01,0.75,0.01,0.06,0.09,2
3200,0.01,0.76,0.01,0.01,0.05,2
3201,0.04,0.19,0.04,0.04,0.12,2
3202,0.01,0.63,0.02,0.09,0.03,2
3203,0.01,0.74,0.01,0.02,0.03,2
3204,0.02,0.6,0.02,0.03,0.02,2
3205,0.02,0.29,0.04,0.08,0.3,12
3206,0.02,0.65,0.02,0.03,0.03,2
3207,0.03,0.34,0.03,0.03,0.04,2
3208,0.03,0.39,0.03,0.03,0.04,2
3209,0.02,0.64,0.02,0.02,0.04,2
3210,0.02,0.54,0.02,0.04,0.03,2
3211,0.02,0.59,0.02,0.02,0.03,2
3212,0.01,0.71,0.02,0.04,0.01,2
3213,0.02,0.52,0.03,0.04,0.04,2
3214,0.02,0.51,0.02,0.03,0.06,2
3215,0.01,0.76,0.05,0.03,0.02,2
3216,0.02,0.46,0.03,0.11,0.04,2
3217,0.03,0.44,0.03,0.04,0.04,2
3218,0.01,0.77,0.01,0.01,0.02,2
3219,0.02,0.55,0.02,0.02,0.02,2
3220,0.03,0.17,0.03,0.02,0.38,12
3221,0.02,0.56,0.02,0.07,0.02,2
3222,0.02,0.57,0.02,0.03,0.12,2
3223,0.01,0.59,0.01,0.29,0.03,2
3224,0.02,0.48,0.02,0.02,0.18,2
3225,0.04,0.28,0.05,0.04,0.04,2
3226,0.02,0.44,0.05,0.02,0.24,2
3227,0.02,0.51,0.03,0.05,0.04,2
3228,0.01,0.53,0.02,0.02,0.21,2
3229,0.02,0.63,0.02,0.02,0.06,2
3230,0.03,0.36,0.03,0.03,0.04,2
3231,0.02,0.21,0.02,0.02,0.43,12
3232,0.01,0.5,0.01,0.01,0.33,2
3233,0.02,0.36,0.02,0.02,0.35,2
3234,0.01,0.57,0.01,0.11,0.22,2
3235,0.03,0.42,0.04,0.05,0.04,2
3236,0.01,0.45,0.01,0.02,0.31,2
3237,0.02,0.66,0.02,0.02,0.02,2
3238,0.02,0.55,0.02,0.02,0.13,2
3239,0.03,0.3,0.03,0.04,0.09,2
3240,0.01,0.69,0.02,0.02,0.04,2
3241,0.01,0.74,0.01,0.01,0.14,2
3242,0.02,0.41,0.09,0.02,0.2,2
3243,0.01,0.2,0.02,0.02,0.55,12
3244,0.02,0.45,0.02,0.02,0.19,2
3245,0.02,0.57,0.02,0.03,0.03,2
3246,0.03,0.38,0.03,0.03,0.13,2
3247,0.01,0.41,0.02,0.01,0.33,2
3248,0.02,0.16,0.03,0.02,0.43,12
3249,0.02,0.53,0.03,0.02,0.03,2
3250,0.04,0.05,0.04,0.04,0.2,12
3251,0.03,0.5,0.04,0.02,0.03,2
3252,0.02,0.31,0.02,0.02,0.32,12
3253,0.03,0.13,0.03,0.03,0.3,12
3254,0.01,0.75,0.01,0.01,0.01,2
3255,0.01,0.71,0.07,0.06,0.01,2
3256,0.03,0.32,0.03,0.03,0.06,2
3257,0.01,0.71,0.03,0.01,0.07,2
3258,0.02,0.35,0.02,0.02,0.27,2
3259,0.02,0.69,0.02,0.02,0.02,2
3260,0.01,0.48,0.11,0.01,0.26,2
3261,0.01,0.76,0.01,0.02,0.03,2
3262,0.01,0.78,0.01,0.06,0.05,2
3263,0.01,0.66,0.09,0.01,0.03,2
3264,0.01,0.64,0.25,0.01,0.01,2
3265,0.02,0.48,0.04,0.09,0.03,2
3266,0.01,0.7,0.01,0.02,0.12,2
3267,0.01,0.65,0.08,0.01,0.11,2
3268,0.03,0.34,0.04,0.04,0.05,2
3269,0.01,0.66,0.07,0.01,0.03,2
3270,0.01,0.78,0.01,0.02,0.04,2
3271,0.01,0.27,0.01,0.01,0.63,12
3272,0.02,0.69,0.02,0.02,0.03,2
3273,0.01,0.4,0.01,0.01,0.35,2
3274,0.02,0.53,0.02,0.02,0.13,2
3275,0.02,0.65,0.02,0.04,0.05,2
3276,0.01,0.64,0.07,0.07,0.01,2
3277,0.03,0.33,0.07,0.03,0.15,2
3278,0.01,0.56,0.04,0.05,0.13,2
3279,0.03,0.24,0.03,0.05,0.18,2
3280,0.02,0.63,0.02,0.02,0.04,2
3281,0.01,0.52,0.26,0.02,0.02,2
3282,0.01,0.66,0.08,0.02,0.02,2
3283,0.02,0.59,0.02,0.02,0.13,2
3284,0.03,0.34,0.09,0.03,0.04,2
3285,0.02,0.63,0.03,0.02,0.02,2
3286,0.03,0.48,0.03,0.05,0.03,2
3287,0.02,0.67,0.02,0.02,0.02,2
3288,0.01,0.65,0.01,0.01,0.09,2
3289,0.03,0.46,0.03,0.03,0.04,2
3290,0.02,0.55,0.12,0.02,0.03,2
3291,0.02,0.7,0.02,0.01,0.03,2
3292,0.02,0.67,0.03,0.03,0.02,2
3293,0.03,0.52,0.03,0.02,0.03,2
3294,0.03,0.17,0.03,0.03,0.24,12
3295,0.03,0.2,0.04,0.03,0.27,12
3296,0.02,0.53,0.11,0.02,0.02,2
3297,0.03,0.35,0.03,0.03,0.03,2
