Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18
29957,0.09,0.04,0.06,0.05,0.05,0.02,0.1,0.04,0.02,0.02,0.02,0.02,0.27,0.05,0.05,0.03,0.03,0.02,0.02
29958,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.04,0.36,0.08,0.11,0.04,0.02,0.04,0.03
29959,0.03,0.07,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.16,0.08,0.06,0.03,0.09,0.03,0.03
29960,0.02,0.08,0.03,0.04,0.03,0.01,0.12,0.02,0.01,0.02,0.01,0.02,0.25,0.02,0.23,0.02,0.02,0.03,0.02
29961,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.42,0.03,0.03,0.03,0.03,0.03,0.03
29962,0.04,0.04,0.11,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.11,0.04,0.04,0.04,0.11
29963,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.05,0.35,0.03,0.03,0.03,0.08,0.02,0.05
29964,0.02,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.02,0.02,0.03,0.03,0.36,0.09,0.09,0.04,0.03,0.05,0.03
29965,0.04,0.04,0.07,0.03,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.06,0.19,0.05,0.03,0.04,0.04,0.04,0.07
29966,0.03,0.03,0.07,0.04,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.05,0.27,0.1,0.03,0.03,0.04,0.03,0.03
29967,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.32,0.03,0.11,0.03,0.03,0.03,0.03
29968,0.03,0.03,0.1,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.41,0.03,0.04,0.06,0.03,0.02,0.03
29969,0.07,0.03,0.02,0.05,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.03,0.39,0.02,0.07,0.02,0.07,0.01,0.09
29970,0.02,0.14,0.01,0.02,0.03,0.01,0.03,0.01,0.04,0.02,0.01,0.04,0.4,0.03,0.08,0.02,0.06,0.01,0.04
29971,0.02,0.03,0.04,0.03,0.02,0.02,0.05,0.03,0.03,0.04,0.02,0.03,0.38,0.03,0.12,0.03,0.03,0.02,0.02
29972,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.08,0.46,0.05,0.05,0.01,0.07,0.01,0.06
29973,0.03,0.04,0.1,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.18,0.03,0.2,0.03,0.03,0.03,0.07
29974,0.05,0.06,0.06,0.02,0.02,0.02,0.08,0.04,0.02,0.02,0.02,0.03,0.35,0.02,0.09,0.03,0.03,0.02,0.04
29975,0.03,0.03,0.05,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.27,0.03,0.06,0.03,0.03,0.03,0.03
29976,0.05,0.02,0.02,0.04,0.02,0.02,0.2,0.02,0.02,0.02,0.02,0.03,0.32,0.03,0.1,0.02,0.02,0.02,0.02
29977,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.08,0.05,0.15
29978,0.04,0.03,0.08,0.06,0.04,0.04,0.13,0.04,0.04,0.03,0.04,0.05,0.12,0.03,0.03,0.04,0.04,0.04,0.07
29979,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05
29980,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05
29981,0.04,0.05,0.03,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.05,0.14,0.04,0.13,0.05,0.08,0.04,0.04
29982,0.13,0.05,0.06,0.02,0.03,0.02,0.1,0.02,0.03,0.02,0.04,0.03,0.15,0.03,0.04,0.11,0.03,0.02,0.07
29983,0.03,0.08,0.03,0.05,0.03,0.04,0.14,0.03,0.04,0.03,0.03,0.03,0.11,0.03,0.03,0.13,0.08,0.05,0.03
29984,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.36,0.03,0.11,0.03,0.04,0.03,0.06
29985,0.08,0.04,0.12,0.04,0.04,0.05,0.07,0.04,0.04,0.06,0.04,0.05,0.08,0.04,0.04,0.05,0.04,0.04,0.05
29986,0.04,0.03,0.03,0.03,0.03,0.03,0.21,0.07,0.03,0.03,0.05,0.05,0.14,0.03,0.08,0.04,0.03,0.03,0.03
29987,0.03,0.06,0.1,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.14,0.16,0.03,0.03,0.05,0.03,0.03
29988,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15
29989,0.02,0.17,0.03,0.02,0.04,0.02,0.08,0.02,0.02,0.02,0.02,0.07,0.32,0.04,0.01,0.02,0.02,0.01,0.07
29990,0.03,0.11,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.18,0.03,0.03,0.03,0.06
29991,0.15,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.23,0.05,0.04,0.03,0.04,0.03,0.11
29992,0.05,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.25,0.04,0.07,0.04,0.04,0.04,0.04
29993,0.04,0.08,0.1,0.04,0.03,0.03,0.05,0.05,0.04,0.05,0.03,0.07,0.1,0.03,0.07,0.04,0.05,0.04,0.07
29994,0.05,0.03,0.02,0.02,0.03,0.03,0.2,0.03,0.03,0.02,0.05,0.03,0.22,0.02,0.11,0.03,0.03,0.03,0.03
29995,0.04,0.06,0.04,0.03,0.04,0.03,0.06,0.03,0.03,0.04,0.03,0.06,0.18,0.03,0.03,0.09,0.05,0.03,0.08
29996,0.03,0.09,0.03,0.02,0.02,0.02,0.19,0.02,0.02,0.02,0.02,0.07,0.22,0.02,0.07,0.11,0.02,0.02,0.02
29997,0.21,0.06,0.03,0.02,0.04,0.01,0.04,0.01,0.03,0.01,0.05,0.02,0.26,0.04,0.01,0.02,0.02,0.01,0.09
29998,0.02,0.27,0.08,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.09,0.2,0.02,0.03,0.02,0.02
29999,0.03,0.18,0.06,0.02,0.02,0.02,0.05,0.02,0.02,0.07,0.02,0.03,0.02,0.02,0.27,0.05,0.06,0.02,0.02
30000,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.13,0.04,0.1,0.04,0.04,0.04,0.14
30001,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.29,0.03,0.09,0.03,0.03,0.03,0.04
30002,0.04,0.07,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.1,0.07,0.04,0.05,0.04,0.05
30003,0.14,0.11,0.06,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.35,0.06,0.03,0.01,0.04,0.01,0.02
30004,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.07,0.63,0.01,0.04,0.02,0.02,0.01,0.01
30005,0.02,0.09,0.04,0.04,0.02,0.02,0.13,0.02,0.02,0.02,0.02,0.04,0.28,0.06,0.06,0.02,0.05,0.03,0.03
30006,0.08,0.24,0.07,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.31,0.03,0.04,0.01,0.03,0.01,0.01
30007,0.03,0.07,0.07,0.03,0.04,0.04,0.04,0.04,0.06,0.03,0.03,0.04,0.25,0.04,0.04,0.03,0.04,0.04,0.03
30008,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.32,0.03,0.04,0.04,0.06,0.03,0.03
30009,0.12,0.04,0.09,0.02,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.34,0.02,0.1,0.02,0.02,0.02,0.02
30010,0.03,0.05,0.02,0.04,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.06,0.43,0.02,0.03,0.02,0.03,0.02,0.04
30011,0.08,0.12,0.01,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.43,0.01,0.06,0.02,0.06,0.01,0.06
30012,0.01,0.03,0.05,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.08,0.38,0.02,0.05,0.03,0.16,0.02,0.03
30013,0.16,0.11,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.39,0.02,0.02,0.02,0.02,0.03,0.07
30014,0.02,0.21,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.04,0.1,0.02,0.03,0.02,0.02
30015,0.14,0.29,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.03,0.02,0.23,0.01,0.03,0.01,0.02,0.01,0.05
30016,0.04,0.16,0.04,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.5,0.04,0.02,0.01,0.02,0.01,0.02
30017,0.02,0.08,0.12,0.02,0.02,0.02,0.07,0.02,0.02,0.02,0.03,0.02,0.43,0.02,0.02,0.02,0.02,0.02,0.04
30018,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.33,0.08,0.08,0.03,0.03,0.03,0.04
30019,0.03,0.06,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.08,0.02,0.05,0.14,0.02,0.26,0.11,0.07,0.01,0.05
30020,0.02,0.43,0.02,0.02,0.01,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.11,0.04,0.07,0.02,0.03,0.02,0.04
30021,0.25,0.07,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.04,0.02,0.3,0.02,0.02,0.02,0.05,0.02,0.02
30022,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.41,0.03,0.06,0.03,0.03,0.03,0.03
30023,0.07,0.15,0.06,0.02,0.03,0.02,0.05,0.02,0.02,0.02,0.04,0.08,0.18,0.04,0.05,0.12,0.03,0.02,0.02
30024,0.02,0.52,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.07,0.05,0.02,0.02,0.02,0.03
30025,0.07,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.06,0.02,0.02,0.07,0.35,0.02,0.02,0.03,0.05,0.02,0.06
30026,0.01,0.01,0.07,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.01,0.02,0.56,0.01,0.08,0.01,0.02,0.01,0.04
30027,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.05,0.29,0.03,0.16,0.03,0.03,0.03,0.03
30028,0.01,0.2,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.01,0.01,0.48,0.01,0.02,0.01,0.11,0.01,0.01
30029,0.03,0.07,0.06,0.15,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.04,0.11,0.14,0.05,0.03,0.04,0.03,0.03
30030,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.31,0.03,0.03,0.11,0.03,0.03,0.03
30031,0.01,0.08,0.02,0.09,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.4,0.02,0.04,0.01,0.19,0.01,0.03
30032,0.04,0.03,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0.06,0.32,0.04,0.03,0.04,0.03,0.03,0.03
30033,0.09,0.04,0.08,0.04,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.19,0.04,0.04,0.03,0.06,0.03,0.04
30034,0.02,0.05,0.03,0.15,0.02,0.02,0.18,0.02,0.02,0.05,0.02,0.03,0.11,0.05,0.02,0.02,0.06,0.02,0.1
30035,0.07,0.03,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.04,0.29,0.14,0.03,0.04,0.05,0.02,0.1
30036,0.04,0.05,0.03,0.03,0.04,0.02,0.04,0.02,0.02,0.05,0.02,0.03,0.28,0.02,0.2,0.03,0.03,0.02,0.03
30037,0.15,0.08,0.07,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.42,0.03,0.01,0.02,0.02,0.01,0.06
30038,0.01,0.01,0.02,0.02,0.02,0.01,0.28,0.01,0.01,0.02,0.01,0.02,0.38,0.01,0.09,0.01,0.01,0.03,0.01
30039,0.02,0.03,0.02,0.06,0.02,0.02,0.09,0.02,0.02,0.02,0.02,0.05,0.41,0.04,0.06,0.02,0.02,0.02,0.02
30040,0.03,0.18,0.04,0.03,0.02,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.34,0.02,0.04,0.02,0.07,0.02,0.02
30041,0.02,0.11,0.07,0.03,0.02,0.02,0.08,0.02,0.02,0.05,0.02,0.06,0.18,0.02,0.08,0.02,0.05,0.02,0.1
30042,0.03,0.13,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.07,0.17,0.09,0.04,0.04,0.03,0.03
30043,0.04,0.22,0.08,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.13,0.03,0.04,0.03,0.04
30044,0.03,0.13,0.03,0.03,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.03,0.22,0.04,0.03,0.07,0.04,0.04,0.03
30045,0.03,0.26,0.04,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.33,0.04,0.02,0.01,0.09,0.01,0.02
30046,0.1,0.05,0.03,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.49,0.02,0.02,0.02,0.02,0.02,0.04
30047,0.1,0.08,0.03,0.03,0.04,0.02,0.04,0.07,0.02,0.03,0.03,0.02,0.16,0.02,0.02,0.03,0.18,0.02,0.02
30048,0.04,0.07,0.04,0.07,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.05,0.24,0.05,0.05,0.02,0.16,0.02,0.05
30049,0.05,0.33,0.06,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.06,0.19,0.05,0.03,0.01,0.07,0.01,0.03
30050,0.02,0.13,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.13,0.03,0.31,0.03,0.03,0.02,0.02
30051,0.02,0.06,0.01,0.01,0.01,0.02,0.19,0.02,0.01,0.01,0.02,0.01,0.37,0.02,0.02,0.03,0.14,0.01,0.01
30052,0.02,0.19,0.02,0.05,0.01,0.01,0.07,0.01,0.02,0.02,0.02,0.02,0.37,0.06,0.05,0.02,0.02,0.02,0.02
30053,0.03,0.25,0.04,0.08,0.01,0.01,0.11,0.01,0.02,0.01,0.04,0.02,0.13,0.02,0.14,0.01,0.04,0.01,0.02
30054,0.02,0.38,0.05,0.05,0.01,0.01,0.04,0.01,0.02,0.02,0.03,0.02,0.07,0.02,0.18,0.01,0.03,0.01,0.01
30055,0.04,0.26,0.01,0.01,0.08,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.27,0.03,0.01,0.01,0.15,0.01,0.02
30056,0.01,0.15,0.03,0.03,0.02,0.01,0.04,0.01,0.01,0.01,0.01,0.05,0.45,0.05,0.02,0.03,0.05,0.01,0.02
30057,0.05,0.14,0.04,0.03,0.03,0.03,0.07,0.05,0.03,0.03,0.08,0.06,0.16,0.03,0.05,0.05,0.04,0.03,0.03
30058,0.07,0.07,0.05,0.02,0.01,0.02,0.19,0.02,0.01,0.1,0.02,0.02,0.07,0.04,0.02,0.13,0.05,0.01,0.07
30059,0.04,0.25,0.04,0.05,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.21,0.06,0.02,0.02,0.04,0.02,0.05
30060,0.02,0.31,0.01,0.05,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.04,0.17,0.01,0.14,0.02,0.02,0.01,0.02
30061,0.03,0.05,0.07,0.02,0.02,0.02,0.19,0.02,0.02,0.08,0.04,0.08,0.09,0.05,0.04,0.1,0.03,0.02,0.04
30062,0.02,0.29,0.07,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.03,0.06,0.02,0.16,0.05,0.08,0.02,0.02
30063,0.06,0.17,0.03,0.14,0.01,0.01,0.01,0.04,0.01,0.02,0.01,0.01,0.27,0.04,0.02,0.01,0.11,0.01,0.03
30064,0.03,0.24,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.21,0.06,0.08,0.02,0.04,0.02,0.02
30065,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.48,0.02,0.07,0.03,0.03,0.03,0.03
30066,0.02,0.09,0.03,0.05,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.5,0.02,0.04,0.02,0.02,0.02,0.02
30067,0.09,0.08,0.02,0.02,0.02,0.02,0.03,0.08,0.02,0.02,0.02,0.03,0.34,0.05,0.03,0.03,0.03,0.02,0.02
30068,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.05,0.04,0.04,0.03,0.06,0.27,0.05,0.03,0.03,0.04,0.03,0.04
30069,0.01,0.05,0.03,0.02,0.01,0.01,0.07,0.01,0.01,0.01,0.03,0.02,0.52,0.01,0.09,0.03,0.01,0.03,0.02
30070,0.05,0.05,0.07,0.05,0.02,0.02,0.16,0.02,0.04,0.02,0.02,0.06,0.3,0.02,0.02,0.02,0.03,0.02,0.04
30071,0.01,0.3,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.01,0.01,0.37,0.02,0.09,0.01,0.02,0.01,0.03
30072,0.03,0.16,0.05,0.02,0.02,0.03,0.03,0.01,0.01,0.01,0.02,0.04,0.34,0.02,0.03,0.04,0.04,0.01,0.07
30073,0.01,0.31,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.34,0.01,0.05,0.01,0.01,0.01,0.02
30074,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.08,0.39,0.02,0.08,0.02,0.03,0.02,0.02
30075,0.03,0.04,0.03,0.13,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.14,0.08,0.12,0.03,0.04,0.03,0.04
30076,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05
30077,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.1,0.1,0.04,0.09,0.05,0.04,0.05,0.05
30078,0.05,0.04,0.05,0.04,0.04,0.09,0.04,0.04,0.04,0.05,0.09,0.05,0.09,0.05,0.04,0.04,0.05,0.04,0.04
30079,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.1,0.49,0.01,0.07,0.01,0.02,0.01,0.01
30080,0.12,0.06,0.03,0.03,0.14,0.03,0.06,0.03,0.03,0.08,0.03,0.04,0.12,0.04,0.03,0.03,0.04,0.03,0.03
30081,0.03,0.09,0.11,0.03,0.03,0.06,0.04,0.03,0.03,0.03,0.06,0.08,0.13,0.03,0.03,0.05,0.03,0.03,0.07
30082,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.17,0.04,0.08,0.04,0.04,0.04,0.04
30083,0.03,0.06,0.03,0.03,0.02,0.02,0.11,0.03,0.02,0.02,0.03,0.12,0.25,0.02,0.04,0.02,0.08,0.02,0.05
30084,0.02,0.2,0.09,0.02,0.03,0.02,0.04,0.05,0.02,0.02,0.05,0.03,0.14,0.06,0.05,0.02,0.03,0.04,0.05
30085,0.04,0.08,0.03,0.11,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.23,0.03,0.04,0.04,0.03,0.03,0.07
30086,0.03,0.09,0.02,0.03,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.05,0.26,0.06,0.04,0.03,0.05,0.02,0.1
30087,0.1,0.13,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.22,0.03,0.03,0.03,0.03,0.03,0.03
30088,0.1,0.09,0.02,0.01,0.01,0.01,0.06,0.01,0.02,0.02,0.03,0.14,0.19,0.01,0.19,0.02,0.02,0.01,0.05
30089,0.04,0.12,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.11,0.08,0.08,0.06,0.04,0.04,0.07
30090,0.03,0.05,0.02,0.05,0.02,0.04,0.17,0.02,0.02,0.02,0.02,0.11,0.3,0.02,0.02,0.02,0.02,0.02,0.05
30091,0.09,0.04,0.02,0.01,0.02,0.02,0.04,0.02,0.02,0.03,0.01,0.02,0.46,0.01,0.11,0.01,0.02,0.02,0.02
30092,0.04,0.03,0.04,0.01,0.01,0.01,0.1,0.01,0.03,0.02,0.02,0.03,0.37,0.06,0.05,0.01,0.06,0.01,0.07
30093,0.04,0.17,0.04,0.03,0.03,0.03,0.21,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.04,0.03,0.03
30094,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0.04,0.03,0.03,0.03,0.04,0.33,0.04,0.03,0.04,0.04,0.03,0.04
30095,0.02,0.05,0.02,0.1,0.02,0.02,0.03,0.03,0.05,0.02,0.02,0.07,0.27,0.04,0.02,0.02,0.04,0.02,0.12
30096,0.02,0.11,0.02,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.05,0.4,0.04,0.01,0.06,0.08,0.02,0.02
30097,0.03,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.04,0.35,0.06,0.12,0.05,0.02,0.02,0.05
30098,0.4,0.13,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.2,0.02,0.03,0.01,0.03,0.01,0.01
30099,0.02,0.15,0.02,0.02,0.02,0.02,0.09,0.02,0.02,0.02,0.03,0.02,0.36,0.02,0.02,0.02,0.02,0.02,0.08
30100,0.06,0.11,0.01,0.03,0.04,0.02,0.04,0.01,0.02,0.01,0.02,0.05,0.45,0.02,0.02,0.03,0.02,0.04,0.01
30101,0.1,0.08,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.12,0.04,0.04
30102,0.02,0.17,0.04,0.03,0.02,0.02,0.03,0.03,0.07,0.02,0.03,0.02,0.29,0.07,0.02,0.03,0.03,0.02,0.02
30103,0.04,0.06,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.26,0.07,0.04,0.09,0.03,0.03,0.03,0.04
30104,0.05,0.02,0.02,0.04,0.02,0.02,0.03,0.03,0.02,0.11,0.02,0.11,0.24,0.04,0.05,0.02,0.05,0.02,0.07
30105,0.02,0.22,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.4,0.06,0.06,0.01,0.04,0.01,0.03
30106,0.04,0.04,0.08,0.04,0.08,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.08,0.04,0.04,0.08
30107,0.17,0.02,0.02,0.04,0.02,0.02,0.21,0.02,0.02,0.02,0.02,0.07,0.08,0.02,0.09,0.03,0.02,0.02,0.06
30108,0.09,0.07,0.06,0.04,0.02,0.02,0.08,0.05,0.02,0.04,0.04,0.04,0.2,0.03,0.04,0.02,0.05,0.02,0.06
30109,0.02,0.11,0.02,0.06,0.01,0.01,0.08,0.03,0.01,0.01,0.01,0.02,0.16,0.23,0.07,0.01,0.07,0.01,0.04
30110,0.02,0.04,0.06,0.01,0.02,0.01,0.15,0.01,0.01,0.01,0.01,0.02,0.52,0.01,0.02,0.01,0.02,0.02,0.01
30111,0.02,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.05,0.05,0.01,0.02,0.01,0.08
30112,0.03,0.02,0.02,0.13,0.02,0.02,0.05,0.02,0.02,0.07,0.02,0.02,0.35,0.02,0.02,0.02,0.06,0.02,0.05
30113,0.02,0.12,0.02,0.04,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.06,0.32,0.13,0.03,0.02,0.03,0.02,0.02
30114,0.05,0.04,0.04,0.05,0.09,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.09,0.1,0.04,0.04,0.04,0.04,0.04
30115,0.03,0.15,0.04,0.04,0.01,0.01,0.04,0.01,0.01,0.02,0.01,0.08,0.17,0.23,0.07,0.01,0.02,0.01,0.03
30116,0.02,0.15,0.05,0.03,0.03,0.02,0.04,0.02,0.02,0.01,0.01,0.03,0.44,0.03,0.01,0.02,0.02,0.01,0.04
30117,0.03,0.06,0.12,0.04,0.03,0.03,0.04,0.03,0.03,0.07,0.03,0.04,0.1,0.09,0.12,0.03,0.04,0.03,0.03
30118,0.03,0.03,0.03,0.03,0.03,0.03,0.21,0.03,0.03,0.03,0.08,0.03,0.18,0.06,0.03,0.03,0.03,0.03,0.07
30119,0.12,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.25,0.02,0.1,0.02,0.02,0.02,0.02
30120,0.03,0.02,0.02,0.04,0.03,0.02,0.06,0.02,0.04,0.03,0.02,0.07,0.25,0.07,0.23,0.02,0.02,0.02,0.02
30121,0.1,0.02,0.04,0.02,0.02,0.02,0.04,0.04,0.02,0.03,0.05,0.04,0.34,0.03,0.02,0.03,0.09,0.02,0.02
30122,0.05,0.09,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.17,0.2,0.05,0.09,0.02,0.03,0.02,0.04
30123,0.02,0.06,0.03,0.02,0.02,0.02,0.14,0.02,0.02,0.02,0.01,0.02,0.5,0.02,0.03,0.03,0.02,0.02,0.01
30124,0.01,0.37,0.02,0.02,0.02,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.28,0.02,0.0,0.04,0.06,0.01,0.02
30125,0.2,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.31,0.02,0.02,0.03,0.03,0.02,0.11
30126,0.16,0.04,0.03,0.07,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.13,0.06,0.04,0.04,0.06,0.04,0.04
30127,0.02,0.09,0.02,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.02,0.51,0.03,0.11,0.03,0.02,0.02,0.01
30128,0.03,0.04,0.04,0.03,0.07,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.26,0.03,0.15,0.03,0.04,0.03,0.03
30129,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.05,0.34,0.04,0.04,0.04,0.03,0.03,0.03
30130,0.02,0.3,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.05,0.11,0.13,0.14,0.01,0.06,0.01,0.02
30131,0.16,0.07,0.1,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.05,0.15,0.03,0.07,0.03,0.03,0.03,0.03
